"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
3.51870752784523e-26,3.92167689317537,1,0.106,7.88753479441786e-22,"NKG7"
7.63870404554996e-25,4.12557559703498,0.993,0.1,1.71229189885048e-20,"GNLY"
6.12494296722101e-24,3.81012473323838,1,0.12,1.37296721553226e-19,"CCL5"
2.59099713799312e-22,-1.13652696774338,1,1,5.80797918452538e-18,"RPL13"
7.24623882092675e-22,-1.14174071481845,1,1,1.62431689409894e-17,"RPS13"
3.91328379484778e-21,-1.06365781417825,1,1,8.77201695453078e-17,"RPS23"
4.06104283349604e-20,-1.05191097077588,1,1,9.10323361556473e-16,"RPL32"
7.96967974010756e-20,4.23013348536234,0.95,0.069,1.78648341054251e-15,"GZMH"
1.69164916116065e-19,-1.13779380029892,1,1,3.79200075965771e-15,"RPL18A"
7.20730672843088e-19,3.88127083117443,0.936,0.187,1.61558987624507e-14,"FGFBP2"
7.22606790679011e-19,3.82666067654669,0.957,0.106,1.61979538198607e-14,"CST7"
8.5684447794277e-19,-1.1595631750985,1,1,1.92070258175651e-14,"RPS8"
9.90957847061565e-18,-1.12040354072336,1,1,2.22133110997321e-13,"RPL29"
8.91495316105959e-17,-1.32075197287521,1,1,1.99837590058312e-12,"TPT1"
1.29366275355893e-16,-0.689679009001701,1,1,2.8998744283777e-12,"RPL39"
1.75957421306427e-16,-5.71444816423718,0.029,0.843,3.94426155600487e-12,"CCR7"
2.39920617042095e-16,-0.609433766622906,0.993,1,5.37806055161559e-12,"RPL37"
2.5045767544484e-16,-0.704275998181575,0.986,1,5.61425925277153e-12,"RPLP2"
2.60780250866129e-16,4.26578617609066,0.9,0.069,5.84565010341515e-12,"GZMB"
1.61652412877603e-15,1.09590832750572,1,1,3.62360048706436e-11,"HLA-B"
1.6393795915321e-14,-7.17726274449956,0.036,0.893,3.67483329237836e-10,"LTB"
2.19296910983975e-14,-0.716378703234129,1,1,4.91575955661678e-10,"RPS28"
9.90590324731683e-14,0.856583537691123,1,0.991,2.22050727191854e-09,"HLA-C"
1.09118092756232e-13,0.575207297577601,1,1,2.4459911672237e-09,"B2M"
1.23621178508604e-13,2.39406487646892,0.993,0.817,2.77109233744887e-09,"S100A10"
1.42897456546892e-13,3.18572557749563,0.943,0.244,3.20318938595514e-09,"EFHD2"
3.42526490919155e-13,-0.916719897582954,0.986,1,7.67807382044378e-09,"RPS3A"
3.47545024276079e-13,-3.85322183926343,0.114,0.798,7.79056926417259e-09,"IL7R"
9.38638121664704e-13,-0.561114876925402,1,1,2.1040512135236e-08,"RPS27A"
9.86287434340078e-13,3.12300970716302,0.9,0.128,2.21086191281672e-08,"APOBEC3G"
1.04801025245885e-12,-0.688952428127211,1,0.998,2.34921978191175e-08,"RPL30"
1.11145685876057e-12,-0.72536642496171,1,1,2.4914416945977e-08,"RPL35A"
1.23555667027188e-12,-0.820583875090185,0.993,0.993,2.76962383208145e-08,"RPL5"
1.48128710274935e-12,-0.816729991080064,1,1,3.32045316952294e-08,"EEF1A1"
6.24113436645583e-12,-6.59988405681378,0.014,0.848,1.39901267958474e-07,"LEF1"
7.20725457895244e-12,3.88674222438636,0.807,0.094,1.61557818641798e-07,"PRF1"
9.66616563394403e-12,-0.906890988687287,1,1,2.16676768850489e-07,"RPS12"
2.01768221217797e-11,2.40980998621626,0.993,0.613,4.52283644681814e-07,"TGFB1"
4.4642919683633e-11,3.9903888839355,0.879,0.085,1.00071568762832e-06,"ZEB2"
4.63887527204609e-11,-0.771135586935203,1,1,1.03985028098185e-06,"RPL11"
9.44050561302845e-11,-1.15611960054493,0.914,0.989,2.11618373821646e-06,"RPL22"
9.79042976716811e-11,-0.642722185480874,1,1,2.1946227366084e-06,"RPL34"
1.05090286236129e-10,-7.43850781226128,0,0.378,2.35570385626907e-06,"FAAH2"
1.16208769604072e-10,3.58544540018767,0.743,0.109,2.60493577944487e-06,"CHST12"
1.78470184859852e-10,-2.83420815042835,0.236,0.854,4.00058766381844e-06,"CAMK4"
2.06237545326831e-10,-5.82348712337269,0.05,0.839,4.62302081604624e-06,"SELL"
2.28631338125711e-10,-0.74041399176678,1,1,5.12500007542595e-06,"RPL19"
3.09935223196506e-10,1.39355955786351,1,0.961,6.94750796317287e-06,"SH3BGRL3"
3.62186308370996e-10,-0.813713586291927,0.993,0.998,8.11876828844425e-06,"RPS6"
3.91397618876385e-10,-1.30185312477046,0.979,1,8.77356902473304e-06,"RPS5"
4.78345561941321e-10,-7.48979740251354,0,0.43,1.07225941164767e-05,"RETREG1"
5.08685253999276e-10,1.60679649502885,0.986,0.915,1.14026886536478e-05,"UBC"
1.37436627423979e-09,-0.727727654084075,0.95,0.993,3.08077944033591e-05,"RPS16"
1.49018637157686e-09,2.50383898842938,0.736,0.259,3.34040177052669e-05,"FLNA"
3.61758910297635e-09,-4.02113061632837,0.029,0.48,8.10918773323179e-05,"IL6ST"
3.77299136727094e-09,1.05870109352182,1,0.994,8.45753744887453e-05,"HLA-A"
3.79476480800998e-09,-0.282915796138236,1,0.996,8.50634479363517e-05,"RPS29"
4.97039010665033e-09,-0.87087241456648,0.929,0.983,0.000111416264630674,"RPL10A"
5.00566775469683e-09,-1.55154214738782,0.207,0.57,0.000112207048389284,"BACH2"
5.01940108358701e-09,-0.611097642454697,1,0.998,0.000112514894689686,"RPL10"
5.7941538338008e-09,-0.732816179066803,0.95,0.987,0.000129881752338479,"RPSA"
5.88869929935266e-09,1.2489711687376,0.75,0.543,0.000132001083494289,"SELPLG"
6.48128781794005e-09,-4.36796225542037,0.129,0.859,0.000145284547726944,"TCF7"
6.5858830146802e-09,-0.898489626856355,1,0.998,0.000147629153657071,"RPL8"
1.09271097781e-08,-0.61349779191409,1,1,0.00024494209278589,"RPS21"
1.26385117741839e-08,1.82739473495035,0.779,0.359,0.000283304879930106,"CLIC1"
1.39633588931601e-08,-1.92532716475204,0.307,0.83,0.000313002652949076,"FOXP1"
2.44438257019014e-08,-0.73245101061925,0.971,0.994,0.000547932796933822,"RPS2"
2.77872854258706e-08,-4.80821335905021,0.043,0.735,0.000622879790106315,"FCMR"
2.86885669742226e-08,-0.67719855750964,0.993,1,0.000643082917294173,"RPL36"
