"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
1.81128764988645e-28,-1.70108682901366,1,1,4.06018239598546e-24,"RPL39"
4.80967423725383e-26,-1.58587917925985,1,1,1.07813657702282e-21,"RPL32"
4.25905514676061e-23,0.446821070767438,0.161,0.14,9.54709801697858e-19,"SNHG15"
2.09406917299213e-22,-1.61327134203179,1,1,4.69406545817915e-18,"RPS13"
1.59514668390934e-20,-1.45808928486694,1,1,3.57568080665119e-16,"RPL13"
2.52978287703418e-18,-1.03364719718747,1,1,5.67076129715983e-14,"RPL19"
7.15002511366031e-17,-1.12677717571491,1,1,1.6027496294781e-12,"RPS21"
1.60983437918844e-16,-1.09061324213538,1,1,3.60860474438882e-12,"RPL11"
4.5181154488644e-16,-1.82012943552557,1,1,1.01278075901744e-11,"RPS8"
5.32715868893073e-16,-1.32073649823583,1,1,1.19413589171071e-11,"RPS12"
1.54785163420288e-15,-1.55230651997978,1,1,3.46966422322917e-11,"RPS23"
4.30766452768134e-15,4.50902247289611,0.774,0.147,9.65606080525049e-11,"APOBEC3G"
1.25351137495479e-14,-1.38818585307791,1,1,2.80987109809865e-10,"RPL18"
8.30610024847554e-14,-0.159348010062261,0.258,0.345,1.86189543169828e-09,"HSPD1"
9.90001672993003e-14,0.169189414292988,0.129,0.116,2.21918775018112e-09,"BICDL1"
1.05022225006969e-13,-1.28824949341323,1,1,2.35417819575622e-09,"EEF1A1"
1.85284871080435e-12,-1.19170493455604,1,1,4.15334567013902e-08,"RPL8"
2.06275444930951e-12,-1.36994391067895,1,1,4.6238703735722e-08,"RPL18A"
2.47244030075557e-12,2.8366084394745,0.452,0.135,5.54222217817369e-08,"VPS37B"
3.09839381002182e-12,-1.23356881788006,1,1,6.94535956454492e-08,"RPL37"
5.75228231640681e-12,-1.62245989668099,0.968,1,1.28943160404575e-07,"RPLP2"
8.52263545574903e-12,1.5521205400577,0.194,0.194,1.9104339637607e-07,"MRPS15"
8.58330306009946e-12,-1.6198500671308,1,1,1.9240332139519e-07,"RPS3A"
1.18626104571039e-11,1.46124380959751,0.129,0.058,2.6591227600644e-07,"ZNF335"
2.32875429210893e-11,2.01883796601519,0.194,0.078,5.22013562119137e-07,"TSPYL2"
4.25453605543684e-11,0.440317744234546,0.065,0.083,9.53696802186722e-07,"NCSTN"
5.18745419047989e-11,6.4401145878475,1,0.038,1.16281973133797e-06,"PRF1"
6.96330350421705e-11,6.61555534079074,1,0.059,1.56089411350529e-06,"NKG7"
1.12887365426726e-10,-1.36288473662053,1,1,2.53048318340548e-06,"RPS18"
1.47421433204167e-10,-1.24122677033067,1,1,3.30459884670462e-06,"RPL29"
2.1566061217184e-10,0.880067440398381,0.194,0.137,4.83424828244397e-06,"PNP"
1.20153522604018e-09,-1.14202370302411,1,1,2.69336136269166e-05,"RPS25"
2.18845592423338e-09,-1.70698268763575,1,0.999,4.90564279976154e-05,"RPS2"
4.02494858497689e-09,-0.735121099055188,0.032,0.089,9.02232474808419e-05,"UBIAD1"
4.11817049974691e-09,-1.05169732257199,1,1,9.23129099223268e-05,"RPLP1"
4.65754534590415e-09,1.6242057000886,0.258,0.197,0.000104403536473787,"NENF"
5.05771045438547e-09,-1.4482005694303,0.968,0.999,0.000113373637545505,"RPSA"
5.32059647905703e-09,1.36856243508052,0.226,0.123,0.000119266490674542,"NELFE"
7.86376650421044e-09,3.09753401427399,0.613,0.154,0.000176274189958381,"GZMA"
8.47014279631347e-09,0.193675575719279,1,1,0.000189866720922163,"B2M"
8.83376074927641e-09,-0.964151521902656,1,0.999,0.00019801758095578,"RPL12"
1.08157849838792e-08,-0.884203674210291,1,1,0.000242446636198636,"RPL30"
1.82483424999126e-08,2.23860936862338,0.258,0.147,0.000409054845478041,"RORA-AS1"
1.86807636647997e-08,-1.71028698312674,1,1,0.000418747998310149,"TPT1"
1.88518621022283e-08,-1.11909641550471,1,1,0.000422583340883551,"RPS28"
4.76020429354806e-08,-0.607094000060207,1,1,0.00106704739444173,"RPL28"
5.23683476031526e-08,5.29394114564093,0.871,0.074,0.00117388887987227,"EFHD2"
5.7682375150595e-08,3.91978554654727,0.71,0.162,0.00129300812137574,"CCL4"
6.39896547898949e-08,-0.940928962662626,1,1,0.00143439210177028,"RPL36"
1.15291895765638e-07,-1.67020465084689,0.032,0.165,0.00258438313548254,"TSSC4"
1.28940512946218e-07,2.28163288182215,0.161,0.061,0.00289033053820243,"RNF25"
1.31128466846677e-07,1.52144196122251,0.129,0.106,0.00293937571283511,"COA3"
1.36014959243343e-07,0.160891977213786,0.129,0.137,0.00304891132639878,"LLPH"
1.53200724992343e-07,3.35456382968539,0.677,0.164,0.00343414745142836,"CHST12"
2.08139471603875e-07,0.751638490632889,1,1,0.00466565439547246,"HLA-C"
2.12152131803738e-07,5.39872989590927,1,0.077,0.0047556021865126,"CCL5"
3.05356738564461e-07,2.94157686075359,0.258,0.094,0.00684487665166096,"SCRN2"
3.18484128018128e-07,-0.227049750546534,0.065,0.108,0.00713914021365435,"ZNF331"
3.36934985713561e-07,2.49985575951849,0.903,0.567,0.00755273463975518,"FGFBP2"
3.36979767904138e-07,-1.37253846766776,0.903,0.999,0.00755373847733915,"RPL9"
3.44210527754907e-07,1.36952854755051,1,1,0.007715823190154,"HLA-B"
6.95685328128152e-07,5.49695253062076,0.806,0.041,0.0155944823153207,"C12orf75"
9.37111298994325e-07,1.46392516517756,0.161,0.095,0.0210062868782568,"ANKRD13C"
1.17558635260575e-06,-0.952111084983172,1,1,0.0263519436800104,"RPL10"
1.20868928540587e-06,2.53233985470701,0.452,0.118,0.0270939790216579,"BCOR"
1.51245493284374e-06,7.55177477128422,0.935,0.019,0.0339031897746253,"GNLY"
1.60558400921811e-06,-1.68606108149886,0.903,0.999,0.0359907711506332,"RPL36A"
1.69019988482843e-06,-1.62667924464403,0.032,0.144,0.037887520618314,"MED6"
2.0812813907477e-06,0.580036642724542,0.097,0.081,0.0466540036550004,"USP36"
2.09902821200161e-06,0.420747021591603,0.194,0.243,0.047051816400228,"CIAO2A"
2.22480096913874e-06,-1.31430953468181,1,1,0.049871138524214,"RPS6"
2.35655180470717e-06,2.72361833703801,0.452,0.109,0.052824465254316,"MEF2D"
2.66789826701361e-06,3.51409267798876,0.419,0.103,0.0598036075533772,"OAS1"
2.80081440186462e-06,0.122335815033377,0.065,0.073,0.0627830556321974,"CMSS1"
3.09043460694868e-06,1.12361465830567,0.097,0.103,0.0692751821493617,"DNAJA3"
3.34710472971635e-06,0.143167768981975,0.065,0.249,0.0750286996213217,"AKT3"
4.05713812314302e-06,-3.83266993600601,0.129,0.955,0.0909448081683739,"TCF7"
4.19278252785247e-06,-0.994642837238456,0.065,0.17,0.0939854131443409,"SNHG17"
4.60043216996874e-06,2.12631262683477,0.226,0.071,0.103123287522019,"NR1D2"
4.99414720149169e-06,-3.8226140324553,0.032,0.807,0.111948803668638,"IL7R"
5.07912604875066e-06,3.13715458852708,0.871,0.22,0.113853689508795,"CLIC1"
5.68509790043775e-06,1.17078494736835,0.097,0.056,0.127437154536213,"GCLM"
6.18452392282772e-06,2.79468212726205,0.226,0.048,0.138632288254106,"NEU1"
6.19165116969045e-06,1.64722565398883,0.258,0.11,0.138792052619781,"SAP30L"
6.53815958894762e-06,-1.45195947874209,0.871,0.998,0.14655938534585,"RPL22"
7.46248497578078e-06,2.1681369861753,0.355,0.14,0.167279063217102,"GPCPD1"
7.57681095553535e-06,2.41953552417807,0.419,0.136,0.16984179437928,"BATF"
8.20739791933807e-06,-0.408950445319472,0.129,0.174,0.183977031759882,"DNAJC21"
8.80728370370223e-06,1.53427716575443,0.097,0.041,0.197424071502189,"EPHA4"
8.90615836184497e-06,2.3082631038384,0.129,0.076,0.199640445839117,"ALOX5AP"
9.33306330503449e-06,0.567935562301152,0.032,0.096,0.209209947045653,"MEN1"
9.74428731886639e-06,-1.18973370726332,0.871,1,0.218427944539709,"RPS9"
1.05498861663072e-05,0.460486808384723,0.161,0.279,0.236486248303942,"ST6GAL1"
1.28234555260285e-05,2.24189249504387,0.097,0.048,0.287450579071456,"ELL"
1.36049975391134e-05,-1.57450107015867,1,1,0.304969624836767,"RPS5"
1.43484677184652e-05,0.861044616095648,0.129,0.089,0.321635252377115,"HIPK3"
1.49529299323511e-05,3.99198805174667,0.645,0.096,0.335184877363582,"ACTN4"
1.93784803488413e-05,2.72254805087802,0.097,0.021,0.434388015499627,"ST8SIA1"
2.00637164113909e-05,3.31544200549482,0.387,0.071,0.449748267077738,"USP28"
2.04065374406363e-05,2.37627542454513,0.419,0.179,0.457432943269302,"RUNX1"
2.1273186057122e-05,-0.800794560906658,0.032,0.096,0.476859738656448,"RMDN1"
2.43340652147458e-05,-0.594576483589238,1,1,0.545472405853743,"RPS27"
2.49660757764651e-05,-1.40713148830173,0.935,0.999,0.559639554605242,"RPLP0"
2.69051053881831e-05,3.00339684152368,0.71,0.184,0.603104842381511,"SAMD3"
2.7091544644293e-05,3.54550556459098,0.161,0.021,0.607284064746472,"SH3BP2"
