"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
0,3.87528057794429,0.912,0.085,0,"GZMB"
0,3.68687348983978,0.931,0.114,0,"GNLY"
0,3.75536009448712,0.899,0.082,0,"GZMH"
0,-5.45252191464923,0.039,0.856,0,"IL7R"
0,3.26136122946306,0.977,0.162,0,"CST7"
0,-6.06471219993248,0.022,0.836,0,"LEF1"
0,-5.8715778979811,0.041,0.854,0,"LTB"
0,-5.43473192678242,0.046,0.845,0,"CCR7"
0,3.3724359075839,0.993,0.224,0,"NKG7"
0,3.04002448729088,0.992,0.224,0,"CCL5"
0,3.52830651403636,0.896,0.145,0,"PRF1"
0,3.23202281218287,0.835,0.114,0,"ZEB2"
0,-3.28434872338755,0.209,0.903,0,"TCF7"
0,3.39585400092633,0.781,0.095,0,"KLRD1"
0,-3.63785916265862,0.129,0.811,0,"SELL"
0,-5.20822402472132,0.031,0.686,0,"NELL2"
0,3.11056195244658,0.727,0.129,0,"HLA-DPB1"
0,2.81261375222374,0.872,0.276,0,"EFHD2"
0,3.10287694925088,0.678,0.089,0,"CCL4"
0,2.8841043940265,0.809,0.221,0,"APOBEC3G"
0,-6.76846656219377,0.006,0.587,0,"ACTN1"
0,3.00648805408169,0.708,0.13,0,"OASL"
0,-5.21052192306704,0.021,0.562,0,"MYC"
0,2.84665572528993,0.7,0.164,0,"C12orf75"
0,3.08886483725492,0.604,0.078,0,"HLA-DRB1"
0,-4.47548086717139,0.028,0.543,0,"RCAN3"
0,2.71112919931664,0.914,0.405,0,"FGFBP2"
0,3.06900064632799,0.601,0.097,0,"HLA-DPA1"
0,2.78588236320233,0.647,0.144,0,"C1orf21"
0,-3.10523384276677,0.062,0.565,0,"SATB1"
0,3.28152780285427,0.576,0.08,0,"TGFBR3"
0,-2.37767497877756,0.132,0.623,0,"BACH2"
0,3.5647619220689,0.521,0.055,0,"PLEK"
0,2.70876372170878,0.646,0.181,0,"CHST12"
0,2.93681528388592,0.558,0.103,0,"MYO1F"
0,2.38434072069781,0.664,0.223,0,"PYHIN1"
0,2.13482163854483,0.77,0.335,0,"FLNA"
0,2.72780404528442,0.638,0.204,0,"ITGB1"
0,2.3743121125692,0.652,0.219,0,"APMAP"
0,2.23096289793547,0.73,0.3,0,"S100A4"
0,-6.89831706955499,0.004,0.432,0,"LRRN3"
0,3.31406272737052,0.532,0.108,0,"LGALS1"
0,2.6218876636607,0.578,0.155,0,"ABI3"
0,3.61394584809126,0.468,0.046,0,"S1PR5"
0,2.20124996731611,0.686,0.264,0,"SH2D2A"
0,3.43436331704115,0.475,0.055,0,"TBX21"
0,-2.02017638148132,0.183,0.602,0,"CD55"
0,2.38984057072409,0.665,0.255,0,"CTSW"
0,-4.71244928883068,0.014,0.42,0,"RETREG1"
0,2.21832198679277,0.649,0.244,0,"SAMSN1"
0,1.3733079190852,0.904,0.503,0,"ANXA1"
0,-2.85254343043929,0.065,0.459,0,"ZEB1"
0,2.27600045838871,0.581,0.193,0,"GZMA"
0,2.85524184082606,0.449,0.07,0,"CYTOR"
0,2.95602308109906,0.434,0.067,0,"LAG3"
0,-5.74979726401568,0.004,0.367,0,"MAL"
0,-4.00807291202225,0.025,0.386,0,"AQP3"
0,2.31035327647098,0.521,0.177,0,"CLIC3"
0,2.02678633641425,0.613,0.27,0,"NFATC2"
0,1.6784426827292,0.866,0.542,0,"CD99"
0,1.61253052898435,0.916,0.594,0,"SRGN"
0,1.60339223419669,0.81,0.489,0,"CLIC1"
0,1.78403226956573,0.656,0.345,0,"SAMD3"
0,1.85152006102544,0.566,0.291,0,"ITGAL"
0,1.72396762961479,0.894,0.622,0,"TGFB1"
0,1.66873904352152,0.717,0.445,0,"RABGAP1L"
0,1.77072505615779,0.577,0.31,0,"CTSC"
0,1.71068967956117,0.697,0.451,0,"YWHAQ"
0,1.49074203479242,0.829,0.614,0,"ABHD17A"
0,1.44654965649215,0.855,0.658,0,"PLAAT4"
0,-1.57422502947324,0.803,0.976,0,"EEF1B2"
0,-1.4353166334301,0.807,0.978,0,"EEF1G"
0,1.46550602762373,0.91,0.74,0,"CD8A"
0,-1.51166198017085,0.83,0.983,0,"PABPC1"
0,1.34919876016651,0.723,0.576,0,"LY6E"
0,1.25677703788186,0.837,0.702,0,"CD3G"
0,1.08983369313049,0.775,0.651,0,"LCP1"
0,1.04738732995792,0.883,0.762,0,"S100A6"
0,1.0909097060859,0.596,0.49,0,"ITGB2"
0,1.27137046775114,0.973,0.878,0,"CYBA"
0,-1.11013084491256,0.895,0.987,0,"RPL10A"
0,-1.10749158499824,0.91,0.991,0,"SARAF"
0,-0.975404969288188,0.914,0.99,0,"RPSA"
0,-1.07635069777513,0.923,0.991,0,"RPL22"
0,-0.857649960241185,0.934,0.991,0,"RPL27"
0,-1.17358693079614,0.935,0.992,0,"RPL9"
0,-0.937304717061017,0.938,0.993,0,"RPS16"
0,-1.57196379254648,0.94,0.995,0,"RPS5"
0,-1.09847076908971,0.934,0.989,0,"RPL36A"
0,1.36665849673772,0.905,0.852,0,"CD74"
0,0.139896902875595,0.99,0.943,0,"GAPDH"
0,0.819155439562259,0.939,0.898,0,"ARPC2"
0,-1.12286543734019,0.956,0.994,0,"RPS2"
0,-1.48296779902789,0.959,0.996,0,"RPLP0"
0,0.573140283186631,0.909,0.878,0,"LSP1"
0,0.526166630173001,0.914,0.889,0,"IL32"
0,-0.939947039838108,0.975,0.997,0,"RPL5"
0,-0.509986855754011,0.977,0.996,0,"RPS29"
0,0.785549736391141,0.884,0.867,0,"CD52"
0,1.32698517226261,0.918,0.901,0,"S100A10"
0,-0.932732596069437,0.982,0.998,0,"RACK1"
0,0.969403691956208,0.995,0.981,0,"SH3BGRL3"
0,-1.02007576289532,0.985,0.998,0,"RPLP2"
0,-0.735430773663067,0.984,0.997,0,"RPS9"
0,-1.07456576834408,0.99,0.999,0,"RPL8"
0,-0.978203091613945,0.993,1,0,"RPL18"
0,-1.06099078356377,0.992,0.999,0,"RPS6"
0,-1.13296377445553,0.993,0.999,0,"RPS3A"
0,-0.871730565899751,0.994,0.999,0,"RPL12"
0,-0.720535898636864,0.996,1,0,"RPL35A"
0,-0.60429418509464,0.996,0.999,0,"RPL14"
0,-0.936213204121294,0.996,0.999,0,"RPL36"
0,-0.889539240818666,0.997,1,0,"RPL37"
0,-1.37116135953807,0.997,1,0,"RPS13"
0,-0.941447527059126,0.997,1,0,"RPS21"
0,-0.79557434909754,0.996,0.999,0,"RPS25"
0,-1.43118562121739,0.997,1,0,"TPT1"
0,0.898808162505008,1,0.998,0,"HLA-C"
0,-1.19825334460839,0.998,1,0,"RPL18A"
0,-1.10819686912044,0.998,1,0,"RPL29"
0,-0.774353145345008,0.997,0.999,0,"RPS14"
0,-0.899426404843332,0.997,0.999,0,"RPS24"
0,-1.376823779728,0.997,0.999,0,"RPS8"
0,0.762760764733023,1,0.999,0,"HLA-A"
0,-0.884438576124562,0.999,1,0,"RPL11"
0,-0.912899304669646,0.999,1,0,"RPL19"
0,-0.913939278957488,0.999,1,0,"RPL34"
0,-1.07528389812535,0.999,1,0,"RPL39"
0,-0.55275479941559,0.999,1,0,"RPS15"
0,-1.20185772788189,0.999,1,0,"RPS18"
0,-1.1897440903526,0.999,1,0,"RPS23"
0,-0.551974133876111,0.999,1,0,"RPS26"
0,-0.662293966059618,0.999,1,0,"RPS27A"
0,-0.991532592855733,0.999,1,0,"RPS28"
0,-0.652082964562609,0.999,1,0,"RPS3"
0,0.607850393694284,1,1,0,"B2M"
0,-1.0320658300183,1,1,0,"EEF1A1"
0,1.00578198385372,1,1,0,"HLA-B"
0,-0.84384696559761,1,1,0,"RPL10"
0,-1.32819219734062,1,1,0,"RPL13"
0,-0.68356706353158,1,1,0,"RPL28"
0,-0.794644274116899,1,1,0,"RPL30"
0,-1.21409942272213,1,1,0,"RPL32"
0,-1.11274124581875,1,1,0,"RPLP1"
0,-1.24061231639384,1,1,0,"RPS12"
0,-0.675585928097707,1,1,0,"RPS15A"
0,-0.374752845357471,1,1,0,"RPS27"
0,-0.992351848607446,0.999,0.999,0,"RPS4X"
2.47032822920623e-323,-7.33906160480703,0.002,0.353,5.53748775858869e-319,"NOG"
2.32210853545386e-322,-6.82380353439675,0.003,0.36,5.20523849307337e-318,"LEF1-AS1"
8.94258818972656e-322,2.06604516236939,0.573,0.226,2.00457056860911e-317,"ANXA5"
2.35432161556271e-319,1.10296625544769,0.983,0.933,5.27744733344537e-315,"UBC"
7.89027777064929e-319,0.929014197227584,0.809,0.717,1.76868466506875e-314,"PSMB9"
4.17360867379972e-317,-3.57401346007201,0.042,0.511,9.35556120318946e-313,"LDLRAP1"
9.65364722018846e-315,0.65303233057124,0.988,0.986,2.16396156087745e-310,"PFN1"
1.60434671755836e-313,3.63165123814596,0.275,0.028,3.59630360207883e-309,"HLA-DRB5"
3.81512695859997e-311,-0.633044739396174,0.974,0.996,8.55198859039768e-307,"RPL24"
2.28277021671147e-309,-0.72484720130612,0.907,0.986,5.11705771778044e-305,"RPL38"
3.82972558250737e-307,-4.96948815260309,0.037,0.569,8.58471286574852e-303,"PASK"
9.97330130895073e-307,4.0376316118292,0.365,0.025,2.23561522141439e-302,"FCGR3A"
1.7704473847476e-304,-1.06502535812458,0.832,0.976,3.96863485765021e-300,"RPL4"
2.36557354814318e-304,-0.590671096848296,0.98,0.997,5.30266966551775e-300,"RPL21"
2.38634644659788e-303,2.59858222853298,0.465,0.108,5.34923419469382e-299,"CD58"
1.84463369899183e-301,1.50433503463697,0.967,0.766,4.13493089966008e-297,"CRIP1"
2.57984083446002e-301,-4.54081045580187,0.012,0.248,5.78297121452558e-297,"SOCS3"
3.627847092284e-297,4.18475893577927,0.4,0.024,8.13218204206383e-293,"PRSS23"
5.20643208910367e-297,2.87912495942028,0.39,0.102,1.16707381709348e-292,"SPON2"
1.767646987476e-296,1.5430313690613,0.772,0.527,3.9623574871262e-292,"GNG2"
2.45213224521094e-295,-0.649952678735514,0.964,0.994,5.49669964086485e-291,"RPL37A"
5.42223851845982e-293,1.59316438610048,0.548,0.326,1.21544898629795e-288,"SYNE1"
1.47655546018271e-292,-0.635322062528087,0.986,0.997,3.30984671954555e-288,"RPL35"
1.59350746930536e-288,1.01695412070453,0.73,0.649,3.5720063431949e-284,"HCST"
2.61633123119874e-287,-1.82383622097545,0.187,0.611,5.86476808785509e-283,"MAML2"
6.79886715589288e-283,2.06336454182826,0.63,0.271,1.52403406166495e-278,"ATP2B4"
7.17743546788358e-283,-0.690453217234958,0.974,0.997,1.60889393448078e-278,"RPL15"
5.50301725216736e-282,-6.70876609035643,0.002,0.24,1.23355634724584e-277,"FAAH2"
1.85684856591973e-280,-1.15636125004366,0.274,0.723,4.16231174536566e-276,"SPOCK2"
3.13831020801301e-280,-0.614472466953467,0.992,0.998,7.03483616228196e-276,"NACA"
4.86992321306052e-278,1.9040167782626,0.562,0.242,1.09164198743965e-273,"MXD4"
2.94435671549779e-275,2.20992594109882,0.476,0.166,6.60007001345985e-271,"TNFRSF1B"
1.478536994513e-273,1.41546179600187,0.797,0.571,3.31428852690034e-269,"LITAF"
3.98355858765288e-271,-2.35414533221988,0.157,0.753,8.9295449300827e-267,"CD27"
2.34231042325666e-270,2.19585058564048,0.485,0.175,5.25052304477213e-266,"GGA2"
2.8132550449945e-270,-0.678194966116429,0.997,0.999,6.30619250885967e-266,"RPL3"
7.08732717162638e-270,1.21305084294035,0.429,0.317,1.58869525879177e-265,"IDH2"
1.15989792738618e-269,1.45350862144071,0.745,0.513,2.60002719402885e-265,"RUNX3"
6.42149558845322e-268,4.02020973388292,0.397,0.027,1.43944245110767e-263,"CX3CR1"
1.14110572314944e-264,2.87452411152615,0.336,0.06,2.55790258901177e-260,"F2R"
2.10076718308059e-264,-0.606753127185216,0.978,0.997,4.70907971759344e-260,"RPL23A"
6.99764843957557e-264,-2.4458968767507,0.066,0.395,1.56859287421526e-259,"TESPA1"
1.71742810109727e-262,-0.568016787038896,0.997,1,3.84978683141963e-258,"RPL7A"
1.98737627397522e-259,2.21991605637616,0.493,0.175,4.45490265574286e-255,"SLA2"
3.42891932965927e-259,-3.56777177045721,0.022,0.312,7.68626556936421e-255,"SNX9"
1.48996400997429e-258,1.31096860384147,0.464,0.316,3.33990332475836e-254,"SASH3"
2.74309218734146e-258,1.65357895082828,0.433,0.235,6.14891544714462e-254,"BHLHE40"
2.68585046001936e-256,3.26761841588682,0.342,0.057,6.02060239117939e-252,"MTSS1"
9.88662870211263e-256,0.80518209113872,0.969,0.959,2.21618668986557e-251,"OAZ1"
2.03119794971926e-253,-3.23663355160778,0.033,0.385,4.55313332409068e-249,"TXK"
3.5849457791921e-253,-4.49155868768403,0.017,0.385,8.03601445863701e-249,"ARMH1"
5.33823096824922e-253,1.7794661698663,0.676,0.349,1.19661785384274e-248,"LYST"
4.1071277449166e-252,4.02034722968565,0.372,0.027,9.20653755300504e-248,"ADGRG1"
2.52988809678227e-250,-3.05436446339566,0.026,0.228,5.67099715774714e-246,"PLCL1"
2.54260488622407e-250,2.47420850697925,0.571,0.124,5.69950311295987e-246,"METRNL"
3.535216338663e-250,2.60907901337634,0.385,0.089,7.92454094474698e-246,"DOK2"
3.75112338178877e-249,2.38004727430025,0.422,0.127,8.4085181726177e-245,"ZBTB38"
4.34753554004149e-249,2.28857957066242,0.344,0.111,9.74543566655701e-245,"APOBEC3C"
2.43591548777644e-248,-5.13919250247433,0.011,0.341,5.46034815739967e-244,"AIF1"
5.04090353193356e-246,2.09549102213656,0.575,0.219,1.12996893571823e-241,"PTPRJ"
1.51071313332792e-245,0.474386146843242,0.992,0.992,3.38641455966787e-241,"HLA-E"
1.76483345968806e-243,-6.519626431803,0.002,0.243,3.95605068323676e-239,"SPINT2"
2.2491694996307e-242,2.76033722285009,0.418,0.094,5.04173835037217e-238,"ADAM8"
4.1865646532112e-239,2.1796960161882,0.431,0.153,9.38460332663822e-235,"MXRA7"
7.30078557811223e-239,-1.72217563643675,0.4,0.864,1.63654409518964e-234,"GAS5"
1.70568451342665e-238,-0.568346933772202,0.974,0.996,3.82346240529717e-234,"RPL17"
7.6483027064648e-237,0.784250036060228,0.84,0.858,1.71444353468115e-232,"ACTG1"
7.29556012930262e-236,-1.47993785249457,0.265,0.476,1.63537275858448e-231,"APOO"
1.32808397290587e-234,2.89669372434703,0.263,0.043,2.9770330336658e-230,"HLA-DRA"
1.53658994509337e-234,2.5185736169842,0.275,0.064,3.4444200209213e-230,"MIR4435-2HG"
3.60084186827113e-232,-0.691392264038513,0.878,0.977,8.07164713191658e-228,"RPL13A"
4.73696358151175e-230,1.78054967897747,0.612,0.238,1.06183775643167e-225,"LYAR"
4.49887210024678e-228,0.730548677161772,0.826,0.796,1.00846716999132e-223,"SEPTIN7"
1.2837933731514e-227,-3.6273646894693,0.015,0.216,2.87775122525619e-223,"ID3"
2.3444527436445e-226,-6.27540300459829,0.001,0.153,5.25532527015352e-222,"SCML1"
1.54967317133095e-224,1.41798687756285,0.536,0.361,3.47374738085545e-220,"TRG-AS1"
1.29707014961537e-222,1.11755565648284,0.498,0.399,2.90751244737781e-218,"OSTF1"
1.4650574566912e-221,1.59414141050939,0.479,0.307,3.28407279491899e-217,"DSTN"
2.06553196102801e-221,-0.340491259197624,0.997,1,4.63009644384039e-217,"FAU"
3.83492999870746e-221,-1.32356735794156,0.414,0.817,8.59637908510265e-217,"FOXP1"
8.44737426526617e-221,3.24768376089929,0.281,0.039,1.89356341530207e-216,"ZBP1"
1.2905799470657e-219,3.75848061158148,0.291,0.026,2.89296400934248e-215,"TTC38"
4.38223773444014e-219,1.65015073598579,0.463,0.256,9.82322410552102e-215,"DHRS7"
3.87704366779319e-217,0.567861670273232,0.979,0.99,8.69078108572521e-213,"PTPRC"
1.51956195877234e-216,-1.71281314889145,0.104,0.354,3.40625008678407e-212,"LDLRAD4"
5.15052171054806e-216,2.82075122797189,0.3,0.064,1.15454094663645e-211,"GAB3"
2.33072315558971e-215,-4.71507305608655,0.009,0.271,5.2245490255699e-211,"ITGA6"
2.93754558692387e-215,-6.08908718681075,0.002,0.179,6.58480218764855e-211,"UBE2E2"
1.003668532026e-214,2.09188256130076,0.403,0.151,2.24982338138948e-210,"SYTL3"
1.29303818511424e-214,3.71406788785459,0.272,0.024,2.89847439575207e-210,"FGR"
1.94646736081095e-213,2.09007304401111,0.52,0.194,4.36320123599383e-209,"PPP1R16B"
4.41118040784434e-213,1.42700478070331,0.401,0.244,9.88810200222388e-209,"MRPL10"
3.42189770523604e-212,1.2893522352404,0.696,0.533,7.67052589605712e-208,"AKNA"
9.93524790151779e-212,-3.97358404660695,0.019,0.337,2.22708516960423e-207,"SATB1-AS1"
8.96442631817671e-211,-0.509709547702039,1,1,2.00946580348249e-206,"RPS19"
3.62138708857971e-209,-5.48319717806313,0.005,0.232,8.11770129776028e-205,"BEX3"
4.05386635978362e-209,1.15182136816829,0.83,0.604,9.08714683209096e-205,"TNFAIP3"
6.27376038212503e-209,1.57639188298535,0.619,0.363,1.40632612725715e-204,"CFLAR"
8.77404800332202e-208,1.45549021726107,0.596,0.382,1.96679060042466e-203,"ARAP2"
8.8247629117798e-208,-2.68886224329142,0.049,0.387,1.97815885430456e-203,"FAM117B"
6.6563518285989e-207,-2.70469859878988,0.143,0.673,1.49208782589873e-202,"NUCB2"
1.32807153793682e-205,-1.4802850103933,0.377,0.843,2.97700515943918e-201,"CAMK4"
1.74026772898152e-204,-1.76566012667093,0.314,0.808,3.90098414128497e-200,"TMEM123"
2.35087913713199e-204,-0.475322395488321,0.935,0.99,5.26973067379507e-200,"MT-ND3"
1.22942482251259e-202,0.975868365207689,0.58,0.49,2.75587868214423e-198,"IFI16"
2.60505358995102e-202,1.60150856636564,0.361,0.207,5.83948812723421e-198,"CARD16"
4.15415118893215e-202,1.92834506081226,0.513,0.21,9.31194530511031e-198,"ACTN4"
7.5532103030514e-202,2.88943193431876,0.23,0.046,1.693127621532e-197,"HAVCR2"
2.97517570803021e-201,-1.16511030569524,0.125,0.371,6.66915386712052e-197,"AKT3"
4.63881136865544e-200,0.624327495718988,0.924,0.928,1.0398359563978e-195,"CD3D"
5.74918442528568e-200,1.04813459179836,0.869,0.79,1.28873718077204e-195,"FYN"
1.88294452622293e-198,1.31513674878107,0.563,0.394,4.22080844998133e-194,"SSBP4"
2.71571225552841e-197,1.75193686942589,0.383,0.189,6.08754059199249e-193,"CD63"
1.28465747282154e-196,2.12019749005409,0.507,0.184,2.87968819107676e-192,"AUTS2"
5.13109808717289e-195,-2.131915218951,0.058,0.307,1.15018694722068e-190,"SLC7A6"
8.04194749636998e-195,-6.77928055526553,0.006,0.419,1.80268295078629e-190,"IGFBP2"
1.52890114816693e-194,1.67968882958105,0.454,0.238,3.42718481373099e-190,"SPN"
8.89276840577588e-194,2.50753230880601,0.3,0.082,1.99340296583872e-189,"GK5"
1.95696210280382e-193,3.56612389859951,0.275,0.026,4.38672624964505e-189,"PPP2R2B"
3.0256485686085e-193,0.757494107793991,0.952,0.934,6.7822938313928e-189,"CFL1"
3.32994606697469e-193,3.11726340745839,0.356,0.05,7.46440710373046e-189,"PRR5L"
2.03647684137327e-192,-4.13234614433473,0.015,0.234,4.56496648762232e-188,"CD28"
1.96985471500384e-191,1.4803004469352,0.56,0.348,4.41562632915261e-187,"IQGAP2"
5.01727439091083e-191,1.07200300134309,0.521,0.415,1.12467222746657e-186,"SH3KBP1"
5.97684079543291e-191,-2.59629632094207,0.033,0.291,1.33976863270424e-186,"TNFRSF25"
6.31613226743256e-191,0.850023198547556,0.7,0.632,1.41582420906768e-186,"PPP1CA"
5.90587156506309e-190,2.59661725957678,0.338,0.08,1.32386017002454e-185,"FAM53B"
4.91104207112434e-189,-0.330474304986923,0.999,1,1.10085919066323e-184,"RPL41"
7.90543439020153e-189,-1.91572676965299,0.298,0.817,1.77208217290757e-184,"RGS10"
1.89506447679373e-188,1.23324803404313,0.583,0.408,4.24797653118082e-184,"OPTN"
1.93379820449329e-188,1.67222599143,0.544,0.279,4.33480205519217e-184,"PTPN22"
1.20820085703552e-187,1.71100414058271,0.407,0.195,2.70830304113082e-183,"CAPN2"
