gene,set_membership,padj_unsup,padj_supp,avg_log2FC_unsup,avg_log2FC_supp,sig_unsup,sig_supp
MTRNR2L12,Overlap,1.723784469951e-26,2.54881596096619e-37,-10.7828608350554,-9.91139855638183,TRUE,TRUE
H3F3B,Overlap,7.24635578766886e-24,1.74153696611194e-41,-10.1443556559021,-2.4765059207124702,TRUE,TRUE
H3-3B,Overlap,2.54607759305632e-22,2.6216722467920296e-35,2.71924304248846,2.77832709624796,TRUE,TRUE
LINC01578,Overlap,2.73780653005806e-22,6.798606657121919e-20,-7.83458903700403,-2.60004645500161,TRUE,TRUE
RPS10,Overlap,5.558136542566629e-20,1.57158388389487e-38,2.63578417519873,2.66875760480645,TRUE,TRUE
H3-3A,Overlap,8.19921830018841e-20,8.12347334981639e-31,3.09358345761091,2.69820309549787,TRUE,TRUE
H3F3A,Overlap,1.32296465653868e-19,2.0277118473662e-30,-9.19414262674013,-1.89832101353638,TRUE,TRUE
C5orf56,Overlap,7.2169328523579795e-19,9.78450360976497e-10,-7.98338913831464,-2.27569582143728,TRUE,TRUE
SLC9A3R1,Overlap,3.71891854175357e-18,1.65338665987636e-12,-7.96058780577696,-2.25239359300675,TRUE,TRUE
HIST1H4C,Overlap,5.75505888779373e-17,8.320385002333539e-11,-8.39637968851198,-2.59455041135862,TRUE,TRUE
ENSG00000289901,Overlap,2.51310095916256e-16,4.56495626832629e-17,3.38236693571153,2.99562818808536,TRUE,TRUE
ATP5MD,Overlap,1.28681476436264e-14,6.3882082861944806e-9,-7.57977341599987,-2.23651725798878,TRUE,TRUE
HIST1H1E,Overlap,7.69898122024022e-14,1.1127336517679e-21,-8.77408814544964,-3.17759474699041,TRUE,TRUE
H2AFZ,Overlap,2.37289750561417e-11,1.55298875029751e-7,-7.35601539109532,-1.94125105195828,TRUE,TRUE
AC004687.1,Overlap,9.489529210384789e-11,2.32459312293075e-8,-7.89142572822715,-2.30315489629244,TRUE,TRUE
TALAM1,Overlap,3.6702859635698e-9,9.27780770041262e-19,3.57059550867907,3.08616388539548,TRUE,TRUE
FAM49B,Overlap,7.553386754834591e-9,5.67465325608067e-22,-7.88173798644005,-2.94878668087808,TRUE,TRUE
DARS,Overlap,2.01689869668121e-8,9.249246530984061e-15,-7.00143303881557,-3.09414720741151,TRUE,TRUE
TYROBP,Overlap,2.6000205613442e-8,2.01168666171784e-9,-1.97268533231988,-1.07014267852214,TRUE,TRUE
AC092821.3,Overlap,4.2705253315744e-8,6.6941197957277e-7,-7.98678861822986,-2.80575369108613,TRUE,TRUE
TPI1,Overlap,5.53280805078672e-8,1.60646796102326e-33,-2.50281241520904,-2.08453151866099,TRUE,TRUE
C9orf16,Overlap,6.45560440520519e-8,1,-6.81241594980849,-1.8205649471895,TRUE,FALSE
ENO1,Overlap,1.3851432408875e-7,5.82501560211506e-29,-2.30243149774063,-2.11114931861036,TRUE,TRUE
FTH1,Overlap,1.39111497161409e-7,1,1.48197991138436,0.879216804567761,TRUE,FALSE
CRIP1,Overlap,2.55826616341175e-7,2.19868732619415e-37,1.83906964165341,2.164720152891,TRUE,TRUE
ALDOA,Overlap,5.33055897447319e-7,9.64521979832197e-5,-1.79756449858768,-1.36262200526315,TRUE,TRUE
PNRC1,Overlap,1.33320740118093e-6,4.02585476418559e-8,-0.994130067270223,-0.829397429500395,TRUE,TRUE
RPS2,Overlap,9.10334574837067e-6,1,0.817557086147734,0.614162321832118,TRUE,FALSE
YARS,Overlap,1.26305055550224e-5,1.44215795662717e-6,-6.62305828201476,-2.02638739316913,TRUE,TRUE
MIF,Overlap,1.48210487623303e-5,3.11967590162624e-29,-1.94428336892168,-1.90157815709245,TRUE,TRUE
GAPDH,Overlap,2.22651765145507e-5,1.6449196966042098e-23,-1.20169178495972,-1.38010383205032,TRUE,TRUE
HSPB11,Overlap,2.32370268001864e-5,6.4855388875225e-4,-6.39941673016194,-2.94210785161506,TRUE,TRUE
AC243829.1,Overlap,4.30658968848155e-5,1,-5.56658255027494,-1.69911386415926,TRUE,FALSE
SARS,Overlap,5.09789817631921e-5,1,-5.82077790083695,-1.84215368354798,TRUE,FALSE
AL138963.4,Overlap,5.71145236556588e-5,8.24961803650198e-5,-5.67494562401334,-5.03774370735599,TRUE,TRUE
LINC-PINT,Overlap,6.21736986878577e-5,5.33256540576152e-12,3.23781636654496,2.56389253899242,TRUE,TRUE
HIST1H1C,Overlap,8.4430404189025e-5,1.0997895284693e-4,-7.19327558958959,-2.66839770627591,TRUE,TRUE
KLRB1,Overlap,1.1147042896429e-4,1.33030651885692e-32,-3.39661722826348,-2.34837646550011,TRUE,TRUE
RAC2,Overlap,1.4607414442989e-4,3.9823791571337e-9,-1.15093242873423,-0.913503208745968,TRUE,TRUE
YPEL3,Overlap,1.4703739326773e-4,2.52214090414069e-15,-1.52636886428395,-1.22150102581704,TRUE,TRUE
CLIC1,Overlap,1.8531531637113e-4,1,-1.07418268798098,-0.334377741622871,TRUE,FALSE
H4C3,Overlap,1.9711282067027e-4,1.1507179816643499e-11,2.49639396429108,2.07781236231395,TRUE,TRUE
TRGV2,Overlap,2.0063810062272e-4,0.00124613216883535,4.42496058489913,3.79791456697493,TRUE,TRUE
MT-ND4,Overlap,2.1164543489628e-4,1,-0.680885180575323,-0.10468996107145,TRUE,FALSE
LMNA,Overlap,2.3107601639993e-4,1.69696916528927e-16,2.10428371125009,2.71065315771513,TRUE,TRUE
MARCH5,Overlap,2.6466837370633e-4,1,-5.3144433616872,-1.62570264676897,TRUE,FALSE
H1FX,Overlap,2.7923217483843e-4,9.50974224113136e-19,-8.70342956936694,-2.94174830387229,TRUE,TRUE
ZNRD1,Overlap,4.9736230444572e-4,4.0800400244996e-4,-6.34123377696233,-2.34952546656999,TRUE,TRUE
ENSG00000273149,Overlap,5.2860172015725e-4,1,3.57801740379815,2.57408366635078,TRUE,FALSE
PYURF,Overlap,5.7099855424906e-4,0.0102503739527232,-6.58924039254753,-2.16139046064672,TRUE,TRUE
