gene,set_membership,padj_unsup,padj_supp,avg_log2FC_unsup,avg_log2FC_supp,sig_unsup,sig_supp
RPS10,Overlap,1.10196006395915e-293,0,3.98659346134555,4.50348479925823,TRUE,TRUE
MIF,Overlap,3.694608540544469e-117,0,-2.27437238847402,-2.83586182493704,TRUE,TRUE
CRIP1,Overlap,6.923247740795521e-110,0,3.52420915438215,3.32444352849324,TRUE,TRUE
FTH1,Overlap,2.1737398662025198e-100,1.21093127523918e-202,2.17690968011406,1.87256198817003,TRUE,TRUE
MTRNR2L12,Overlap,1.06714144842406e-90,1.10975520611563e-52,-9.97776625878336,-11.6915953541516,TRUE,TRUE
FTL,Overlap,3.4472414281157696e-87,1.5283933367671898e-252,-1.33675550158575,-1.13235712210713,TRUE,TRUE
H3F3B,Overlap,6.06422269256984e-86,0,-10.0332847689945,-6.83885872709458,TRUE,TRUE
ENO1,Overlap,1.85054883481261e-80,0,-2.93189894655896,-3.26389936317448,TRUE,TRUE
LINC01578,Overlap,3.23852973573341e-79,4.2933402558588505e-269,-9.05781058890395,-7.3210036511592,TRUE,TRUE
H3-3A,Overlap,3.9986471949577204e-79,0,7.30694457831864,7.39775775215912,TRUE,TRUE
H3F3A,Overlap,3.60147913973128e-78,0,-9.64976409256441,-6.09278615987121,TRUE,TRUE
H3-3B,Overlap,7.44269356890996e-78,0,7.76580962392064,7.46120353032404,TRUE,TRUE
TPI1,Overlap,4.26640017635801e-74,0,-3.59008362906978,-4.23738386499436,TRUE,TRUE
TALAM1,Overlap,8.93296479292432e-68,0,7.06696846711058,6.89698096560276,TRUE,TRUE
CHASERR,Overlap,5.14433005008781e-66,0,7.80844019381814,8.03065840581639,TRUE,TRUE
ENSG00000289901,Overlap,1.01080806192414e-65,0,7.76792011623785,7.13191589146312,TRUE,TRUE
GAPDH,Overlap,1.6726281434701399e-62,0,-2.3347854951039,-2.81225918212789,TRUE,TRUE
AL138963.4,Overlap,1.28186092477351e-55,5.28547847162235e-78,-8.00144033604368,-9.71526943141195,TRUE,TRUE
HIST1H4C,Overlap,3.1397711957895496e-54,4.039431766699189e-164,-8.51269497448597,-7.59644724112336,TRUE,TRUE
SRGN,Overlap,8.13963118263265e-54,4.37015816039835e-86,2.4659080266888,1.95170612754495,TRUE,TRUE
H2AFZ,Overlap,1.91752815026603e-53,1.2386283029441398e-159,-8.18535519890769,-6.87793408468389,TRUE,TRUE
H1FX,Overlap,7.018209176983011e-53,1.93868447266245e-191,-9.08666384764555,-9.36096088181423,TRUE,TRUE
