rho,p,n,feature,FDR,neglog10p
0.9,1.5997142806871369e-4,11,FANCG,0.9394911925046219,3.795957578220075
0.890909090909091,2.3345817037873244e-4,11,UBE2H,0.9394911925046219,3.6317909223829647
0.8818181818181817,3.301688021839032e-4,11,DCAF12,0.9394911925046219,3.481263965838476
-0.8793075788265549,3.615632625124409e-4,11,FARP1,0.9394911925046219,3.4418157034695325
0.8727272727272727,4.546150514096433e-4,11,ZXDB,0.9394911925046219,3.3423561897374396
0.8636363636363636,0.00061169385009317105,11,WDTC1,0.9394911925046219,3.2134658858321408
0.8545454545454546,8.066741521648989e-4,11,BRD3,0.9394911925046219,3.0933018587034957
-0.8476155310352027,9.84230984908125e-4,11,GRIP1,0.9394911925046219,3.006902966915428
-0.8454545454545456,0.001045182145858681,11,KLHL23,0.9394911925046219,2.9808080176409244
-0.8454545454545456,0.001045182145858681,11,SPDL1,0.9394911925046219,2.9808080176409244
0.8454545454545456,0.001045182145858685,11,BUB3,0.9394911925046219,2.980808017640923
0.8454545454545456,0.001045182145858685,11,UQCRFS1,0.9394911925046219,2.980808017640923
0.8454545454545456,0.001045182145858685,11,PIM3,0.9394911925046219,2.980808017640923
0.8382709675438974,0.001268350895078268,11,IGKV3-11,0.9394911925046219,2.896760580275792
-0.8377018990932704,0.001287441335113488,11,AL391839.1,0.9394911925046219,2.8902725513484877
-0.8363636363636363,0.0013331850799508597,11,GSK3B,0.9394911925046219,2.875109555295988
0.8363636363636363,0.0013331850799508619,11,CBLL1,0.9394911925046219,2.875109555295987
0.8363636363636363,0.0013331850799508619,11,OIP5-AS1,0.9394911925046219,2.875109555295987
0.8363636363636363,0.0013331850799508619,11,ITGAE,0.9394911925046219,2.875109555295987
0.8363636363636363,0.0013331850799508619,11,TRABD,0.9394911925046219,2.875109555295987
-0.8277882671513382,0.0016558728170318496,11,SLC9A5,0.9394911925046219,2.7809730232168532
0.8277882671513382,0.0016558728170318572,11,WEE2-AS1,0.9394911925046219,2.780973023216851
0.8272727272727273,0.001676973896452378,11,NSUN5,0.9394911925046219,2.775473697510147
0.8272727272727273,0.001676973896452378,11,TRAM1,0.9394911925046219,2.775473697510147
-0.8199778267512093,0.0019976327483902222,11,LONRF3,0.9394911925046219,2.6994843509487665
0.8181818181818182,0.0020831448404786904,11,DTX1,0.9394911925046219,2.6812805326284557
0.8181818181818182,0.0020831448404786904,11,SF3A2,0.9394911925046219,2.6812805326284557
-0.8181818181818182,0.0020831448404786943,11,ZNF790,0.9394911925046219,2.681280532628455
-0.814173684098662,0.0022838074670225366,11,IMPG2,0.9394911925046219,2.6413405114306374
-0.8107509316496231,0.002466275584139624,11,FP565260.1,0.9394911925046219,2.6079583965221014
0.8104432008587534,0.0024831964701772986,11,GSEC,0.9394911925046219,2.604988917763888
0.8095212630466696,0.002534407815244016,11,AC008467.1,0.9394911925046219,2.5961235008733823
0.8090909090909091,0.002558580199713915,11,MSMP,0.9394911925046219,2.5920009653452496
0.8090909090909091,0.002558580199713915,11,BORCS7,0.9394911925046219,2.5920009653452496
0.8090909090909091,0.002558580199713915,11,FAM30A,0.9394911925046219,2.5920009653452496
0.8090909090909091,0.002558580199713915,11,TBC1D20,0.9394911925046219,2.5920009653452496
-0.8090909090909091,0.002558580199713915,11,ESF1,0.9394911925046219,2.5920009653452496
-0.8002216987710565,0.0030960039978923906,11,AC010273.2,0.9394911925046219,2.5091984871811723
0.8,0.003110428310385851,11,AUP1,0.9394911925046219,2.5071798038897497
-0.8,0.003110428310385851,11,HSPH1,0.9394911925046219,2.5071798038897497
0.8,0.003110428310385851,11,CNIH1,0.9394911925046219,2.5071798038897497
0.8,0.003110428310385851,11,TMEM8A,0.9394911925046219,2.5071798038897497
0.8,0.003110428310385851,11,TMEM101,0.9394911925046219,2.5071798038897497
0.8,0.003110428310385851,11,HNRNPL,0.9394911925046219,2.5071798038897497
0.8,0.003110428310385851,11,ASXL1,0.9394911925046219,2.5071798038897497
-0.7909090909090909,0.0037460829533974027,11,CALU,0.9394911925046219,2.42642260982147
0.7909090909090909,0.003746082953397416,11,GCSAM,0.9394911925046219,2.426422609821468
0.7909090909090909,0.003746082953397416,11,RPS6KB2,0.9394911925046219,2.426422609821468
0.7909090909090909,0.003746082953397416,11,CLSTN3,0.9394911925046219,2.426422609821468
0.7909090909090909,0.003746082953397416,11,RPAIN,0.9394911925046219,2.426422609821468
0.7909090909090909,0.003746082953397416,11,EML2,0.9394911925046219,2.426422609821468
-0.78969246589249,0.003837918816382701,11,PRR19,0.9394911925046219,2.415904216148206
-0.78969246589249,0.003837918816382701,11,AC091153.2,0.9394911925046219,2.415904216148206
-0.78969246589249,0.003837918816382701,11,SLC23A3,0.9394911925046219,2.415904216148206
-0.7881337393836095,0.003957999927098323,11,PLAAT3,0.9394911925046219,2.4025242181288133
-0.7862453931068965,0.004107170978877634,11,AC079209.1,0.9394911925046219,2.386457217370974
-0.7836011218345129,0.004322990018662696,11,IL18BP,0.9394911925046219,2.3642157672062782
-0.7818393231813856,0.004471359329662321,11,JHY,0.9394911925046219,2.3495604277345445
0.7818181818181817,0.004473162252783056,11,ARL8A,0.9394911925046219,2.349385348594533
0.7818181818181817,0.004473162252783056,11,UBXN2A,0.9394911925046219,2.349385348594533
-0.7818181818181817,0.004473162252783056,11,GTF2H5,0.9394911925046219,2.349385348594533
0.7818181818181817,0.004473162252783056,11,LMBR1L,0.9394911925046219,2.349385348594533
