rho,p,n,feature,FDR,neglog10p
0.9999999999999998,3.971862410081713e-24,5,CTNNBIP1,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,NBPF1,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,MAP3K6,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,EPB41,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,ARHGAP25,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,ANXA4,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,RBMS1,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,TTC30B,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,CAPN10,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,FGD5-AS1,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,SLC33A1,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,SERPINI1,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,TTC14,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,SDAD1,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,SLC12A7,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,MAML1,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,RPP21,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,BAG6,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,PLEKHA8,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,FAM185A,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,MRPS28,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,GALT,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,ST6GALNAC6,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,NSMF,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,PRKCQ-AS1,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,STN1,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,SMPD1,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,YPEL4,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,DPP3,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,PFKM,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,CCDC59,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,TOX4,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,ARID4A,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,GPR65,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,DDX24,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,SLC25A29,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,DDX19A,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,CYB5D2,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,RANGRF,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,ULK2,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,ABHD15,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,HEXIM2,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,LINC00526,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,SMAD4,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,CAPS,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,ZNF561,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,COPE,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,ZNF766,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,ZNF552,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,PLA2G6,1.113133910339175e-21,23.401005804380397
0.9999999999999998,3.971862410081713e-24,5,G6PD,1.113133910339175e-21,23.401005804380397
-0.9999999999999998,1.1234123376434926e-23,5,KIAA2013,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,SZRD1,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,RCC2,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,NBPF3,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,HECTD3,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,MAP4K3,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,TMSB10,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,CHMP3,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,SP140,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,EIF4E2,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,TMEM39A,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,ALG3,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,SNX2,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,LMNB1,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,ISOC1,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,PFDN1,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,ECHDC1,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,BCL7B,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,ZNF789,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,SLC25A37,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,TTI2,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,WWP1,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,C9orf85,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,COMMD3,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,ZNF33B,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,DDX21,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,PCGF5,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,ERLIN1,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,ZNF511,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,TRMT112,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,BIRC3,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,USP15,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,ISCU,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,EPSTI1,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,PPM1A,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,MED6,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,TMEM87A,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,LACTB,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,FAM234A,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,GOSR1,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,ACACA,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,FAM104A,1.5439358213402346e-21,22.94946081088442
-0.9999999999999998,1.1234123376434926e-23,5,EPG5,1.5439358213402346e-21,22.94946081088442
