gene,set_membership,padj_unsup,padj_supp,avg_log2FC_unsup,avg_log2FC_supp,sig_unsup,sig_supp
MTRNR2L12,Overlap,3.4750506058678095e-100,4.6463927072325495e-122,-11.3029843833597,-6.93451323655488,TRUE,TRUE
H3F3B,Overlap,1.9138165723123e-91,1.29328538112711e-202,-11.5890818631471,-1.85699351660718,TRUE,TRUE
H3-3A,Overlap,4.47905426749011e-88,4.4965953498101595e-211,2.84096155833211,2.42543084189913,TRUE,TRUE
H3-3B,Overlap,6.865043102561381e-88,2.644699429703809e-223,3.07750979907425,2.56805010272214,TRUE,TRUE
H3F3A,Overlap,2.47207283899507e-81,2.5495384408972296e-163,-11.1211061854599,-1.25485315475965,TRUE,TRUE
RPS10,Overlap,1.1071564399587101e-79,4.8146340524678004e-266,2.35309423064951,2.23503870235178,TRUE,TRUE
LINC01578,Overlap,8.88889028457936e-75,2.62916905202044e-191,-10.3854020593169,-2.37539645892334,TRUE,TRUE
TALAM1,Overlap,2.2477907782769202e-65,2.7258053786049297e-183,3.25251596481345,2.30462084987955,TRUE,TRUE
ENSG00000289901,Overlap,3.6829247273036897e-62,1.14942813526441e-165,3.53443300375006,2.82502727216234,TRUE,TRUE
H2AFZ,Overlap,1.34503001610979e-60,1.60737839029372e-85,-9.70026036954228,-1.53765567415217,TRUE,TRUE
AL138963.4,Overlap,4.77975972048916e-59,3.39143679360483e-73,-8.99850807713024,-4.68851879414122,TRUE,TRUE
ATP5MD,Overlap,1.2990845213569899e-54,5.58805752989281e-68,-9.6269541005605,-1.62702185844773,TRUE,TRUE
HIST1H4C,Overlap,7.33408241531191e-53,1.43960076133493e-67,-10.0467095024802,-1.75949127885601,TRUE,TRUE
IGFBP2,Overlap,2.35094780918929e-49,2.9210543080054697e-165,-8.09884821507933,-7.99399712003871,TRUE,TRUE
H1FX,Overlap,8.14960584921608e-47,5.29918598099466e-117,-10.4972822806027,-2.94105259844987,TRUE,TRUE
HIST1H1E,Overlap,9.169771999379789e-40,5.0710203252425196e-54,-9.73978711006622,-2.38367656247703,TRUE,TRUE
ENO1,Overlap,4.52026563448525e-38,1.19411987923708e-184,-2.33680925089901,-2.08245884412502,TRUE,TRUE
TGFB1,Overlap,2.1446051898033797e-36,7.57499089258339e-83,1.94908793017153,1.73062602277742,TRUE,TRUE
C9orf16,Overlap,2.5138701945002797e-36,6.8234201711797e-30,-9.09786987337658,-1.57165074069027,TRUE,TRUE
FTH1,Overlap,8.274670450678059e-35,1.18247650861205e-51,1.47007752143278,1.4442863805938,TRUE,TRUE
DARS,Overlap,9.02860861857101e-34,5.069282581155359e-97,-9.13696824886846,-2.01039718302512,TRUE,TRUE
MIF,Overlap,1.58429438739205e-32,4.194580021892779e-199,-1.82767699204294,-1.82492659610312,TRUE,TRUE
