gene,set_membership,padj_unsup,padj_supp,avg_log2FC_unsup,avg_log2FC_supp,sig_unsup,sig_supp
MT-ND3,Overlap,1.0996041557673e-29,1,-0.711781552152087,-0.192362183824875,TRUE,FALSE
H3-3B,Overlap,1.48807348641135e-21,3.21581105467782e-86,2.38784144630319,2.27348384261858,TRUE,TRUE
H2AFY,Overlap,4.1192799147606895e-20,1.89878597602882e-74,-10.1262151478579,-3.73848117581939,TRUE,TRUE
RPS10,Overlap,4.16075420107748e-20,7.87551735853321e-90,1.97854202864044,2.10700592961571,TRUE,TRUE
H3F3A,Overlap,3.6782942889694495e-19,1.2428660991944699e-86,-12.11199121942,-3.56863547673795,TRUE,TRUE
MTRNR2L12,Overlap,3.45511393695293e-18,3.17145621735601e-69,-10.5919069332542,-8.98308646347553,TRUE,TRUE
ATP5MD,Overlap,4.65515589541101e-18,7.80972108631002e-68,-10.0630056885991,-3.27349847980397,TRUE,TRUE
H3F3B,Overlap,6.09812195378563e-17,2.1920577282022497e-92,-11.8238773137893,-3.72456446501158,TRUE,TRUE
SMIM25,Overlap,1.43091675189869e-16,9.943839884648471e-46,-10.0369872246914,-3.53683072658126,TRUE,TRUE
H2AFZ,Overlap,3.66332735410212e-15,9.94156205142789e-56,-9.63318876784808,-3.88092939018151,TRUE,TRUE
FAM49B,Overlap,7.381534493554871e-15,8.37218379770368e-40,-9.44355966348234,-3.38383503116234,TRUE,TRUE
AL133415.1,Overlap,1.3650038627077401e-14,3.55055573772108e-23,-7.39232210812918,-3.80554832114446,TRUE,TRUE
LINC01578,Overlap,1.63736636827147e-14,3.65897463638849e-53,-9.31254151754184,-3.71024815128117,TRUE,TRUE
AL138963.4,Overlap,1.63758167018465e-14,4.16136398804908e-36,-7.38212055046252,-6.25634367465788,TRUE,TRUE
H3-3A,Overlap,1.87154423997003e-14,3.93957102734759e-81,2.09450338617619,2.40077796847981,TRUE,TRUE
