gene,set_membership,padj_unsup,padj_supp,avg_log2FC_unsup,avg_log2FC_supp,sig_unsup,sig_supp
CCDC12,Overlap,0.0960246192829837,1,-0.122888867708575,0.294972805778875,FALSE,FALSE
NR3C1,Overlap,0.689829963586258,1,1.37085704856727,0.257922794816278,FALSE,FALSE
NME1,Overlap,1,1,-0.438340505287397,-0.142570284210261,FALSE,FALSE
LAMP5,Overlap,1,1,-4.70522416130622,-0.251567305301382,FALSE,FALSE
RPS6KB2,Overlap,1,1,0.729142784356019,-0.165474594744697,FALSE,FALSE
ABTB2,Overlap,1,1,-1.07722539708108,-0.543520764252604,FALSE,FALSE
CYTH2,Unsuppressed_only,1,NA,0.152481302158832,NA,FALSE,FALSE
MYCL,Overlap,1,1,1.32698778681835,1.22129195799522,FALSE,FALSE
ANKRD36,Overlap,1,1,0.272078169558663,0.151209008450674,FALSE,FALSE
ARHGAP15,Overlap,1,0.70343231295226,1.05992464419574,0.69402716608162,FALSE,FALSE
FCHSD2,Overlap,1,1.41716987619372e-6,1.63664432661847,0.87250704397254,FALSE,TRUE
PHF19,Overlap,1,1,-0.944786591375543,0.261858697069754,FALSE,FALSE
RASSF2,Overlap,1,1,1.18782720622344,0.627724921053188,FALSE,FALSE
TSC22D1,Overlap,1,1,1.05610516035583,0.297151646655822,FALSE,FALSE
BHLHE40,Overlap,1,1,1.8815150557813,0.993958814990462,FALSE,FALSE
PRPS2,Overlap,1,1,0.19361314935409701,-0.772621792504129,FALSE,FALSE
CHD8,Unsuppressed_only,1,NA,0.155983916603405,NA,FALSE,FALSE
INVS,Overlap,1,1,0.767256850569099,0.38145070225034,FALSE,FALSE
RREB1,Overlap,1,1,1.24295833401438,0.581003873313424,FALSE,FALSE
IL18R1,Overlap,1,1,1.70561120485049,0.623793769435484,FALSE,FALSE
RIPK1,Overlap,1,1,0.838979793737428,0.4482194739148,FALSE,FALSE
EPC2,Overlap,1,1,1.23226155730222,0.63196898089006,FALSE,FALSE
ICAM1,Overlap,1,1,1.51251525880256,0.549753994666921,FALSE,FALSE
KIAA2026,Overlap,1,1,-0.630364469666199,0.205928150119097,FALSE,FALSE
LILRA4,Overlap,1,1,-0.239117901670947,0.664786877167668,FALSE,FALSE
MAP4K2,Overlap,1,1,0.624652262991343,0.286385632324044,FALSE,FALSE
ENSG00000257221,Overlap,1,1,6.02981419155214,3.86042708167204,FALSE,FALSE
PLEKHJ1,Unsuppressed_only,1,NA,-0.504320677012425,NA,FALSE,FALSE
TLR1,Overlap,1,1,2.26005280544938,1.28051928715121,FALSE,FALSE
UBXN2A,Overlap,1,1,0.924220514376461,-0.115392567114319,FALSE,FALSE
SMIM15,Overlap,1,1,0.75535919733529,0.501142101509082,FALSE,FALSE
ABHD15,Overlap,1,1,-1.20365987471623,-1.14779871129115,FALSE,FALSE
ATG4D,Overlap,1,1,-1.48381755119291,-0.585127504561344,FALSE,FALSE
DANCR,Overlap,1,1,-0.901355681299224,-0.283193138561109,FALSE,FALSE
