gene,set_membership,padj_unsup,padj_supp,avg_log2FC_unsup,avg_log2FC_supp,sig_unsup,sig_supp
MT-ND3,Unsuppressed_only,4.67306353362451e-21,NA,-0.644590988809738,NA,TRUE,FALSE
MT-ND4L,Overlap,1.55292751041164e-18,1,-0.846087030149422,-0.303360997116012,TRUE,FALSE
ATP2B1,Overlap,1.66313463729948e-14,2.14772287661878e-12,3.01048373813187,2.24029313968823,TRUE,TRUE
LGALS3,Overlap,6.6895572768519e-13,1,0.192190346565102,-0.268061470014747,FALSE,FALSE
MT-ATP6,Overlap,2.84950835090095e-12,1,0.480253613558938,0.447108561164643,FALSE,FALSE
CREM,Overlap,3.4192763302465e-11,5.30335171648304e-5,1.01937071986489,1.52633540771248,TRUE,TRUE
IFI30,Overlap,1.50268787390447e-10,1,-0.317246935261656,-0.618300374382812,FALSE,FALSE
MT-ND5,Overlap,2.4794276420246103e-10,1,-0.56755702426364,-0.210182607721271,FALSE,FALSE
MT-CO3,Overlap,4.45726000228074e-10,4.05819838019842e-5,-0.134485878906009,0.306321678278513,FALSE,FALSE
ATP6V0C,Overlap,4.87792079425458e-10,1,0.32214351846585,-0.530908161146979,FALSE,FALSE
MAML2,Overlap,3.89207315488986e-9,1.93244630893832e-17,1.97132381726662,1.17596134793018,TRUE,TRUE
MT-ND1,Overlap,9.622626997845361e-9,1,-0.350965134554723,0.254201059799088,FALSE,FALSE
ATP5MPL,Overlap,1.3620419258882e-8,5.78395045418056e-62,-9.38638902392582,-2.67093902379343,TRUE,TRUE
MT-CYB,Unsuppressed_only,2.0161738303965e-8,NA,-0.40249026113499897,NA,FALSE,FALSE
ANXA5,Overlap,2.63120370329637e-8,0.0999994858305919,0.527904060512339,0.261771588230042,FALSE,FALSE
H3F3A,Overlap,3.93403901717187e-8,3.17523004561801e-150,-11.5793597862058,-2.70215631487651,TRUE,TRUE
FTL,Overlap,4.75327931835104e-8,1.16132425875323e-6,-1.13973364618688,-1.35271363912015,TRUE,TRUE
MT-ND4,Unsuppressed_only,8.19990587803094e-8,NA,-0.636418757400556,NA,TRUE,FALSE
H3F3B,Overlap,8.31352690409051e-8,2.2837408256158197e-176,-11.7472122910619,-2.9423523195689,TRUE,TRUE
MT-CO2,Unsuppressed_only,1.50791982656725e-7,NA,-0.399604803675596,NA,FALSE,FALSE
EMP3,Overlap,1.68745868963318e-7,2.37635261372077e-8,1.31381869187527,0.889231836429913,TRUE,TRUE
CXCL8,Overlap,2.38999207222823e-7,1,1.17775958197211,2.22321520233306,TRUE,FALSE
PIP5K1B,Overlap,2.79097903773626e-7,1,-0.933000311204052,-1.09570959575045,TRUE,FALSE
TMEM255B,Overlap,3.38063395089757e-7,1,-0.882105676977197,-1.42426467372696,TRUE,FALSE
HSPE1,Unsuppressed_only,4.24735870344186e-7,NA,-0.210336069935042,NA,FALSE,FALSE
GPR183,Overlap,5.41874376479402e-7,1,1.16969671000404,1.28587178572554,TRUE,FALSE
PRKAG2,Overlap,5.63214477216185e-7,2.01556285983353e-24,2.05157806332004,1.5442782395369,TRUE,TRUE
MT-CO1,Unsuppressed_only,6.35761265889493e-7,NA,-0.367988402908067,NA,FALSE,FALSE
BTBD9,Overlap,6.4471965134241e-7,1.54658888851307e-11,1.27329999050515,1.45271181721221,TRUE,TRUE
AQP9,Overlap,1.20892242639478e-6,0.430658272483905,1.86503283947167,1.71408825102366,TRUE,FALSE
C15orf48,Overlap,1.3831373795181e-6,0.00102562204894293,0.861745094821592,0.304660417485614,TRUE,FALSE
CRK,Overlap,1.90975432173394e-6,1,0.326756344793481,0.521524256413444,FALSE,FALSE
ELMO1,Overlap,2.10517262810304e-6,1,-0.470637069787372,-0.111429021127999,FALSE,FALSE
EFHD2,Overlap,2.13667611711488e-6,0.055947744382884,0.696499828473415,0.18429563220333,TRUE,FALSE
SOD2,Overlap,2.23467608687437e-6,1,1.2301239390305,1.24168767989278,TRUE,FALSE
ATP5MD,Overlap,2.73871176297813e-6,1.00988912621572e-86,-9.8459459973947,-2.40823565346969,TRUE,TRUE
HSPA1A,Overlap,2.76757774182987e-6,1.05924869044637e-5,1.96113333281014,1.54397501108402,TRUE,TRUE
H3-3B,Overlap,3.74747531314907e-6,6.803425550218509e-163,4.15193248698905,3.82862765938293,TRUE,TRUE
HIST1H2AC,Overlap,4.05916846145377e-6,5.43449133889172e-11,-7.31583302965401,-2.46796538803049,TRUE,TRUE
H3-3A,Overlap,6.06436622175932e-6,5.691339757746979e-131,4.05729338831197,3.83840424787332,TRUE,TRUE
HSP90AA1,Overlap,6.37383983113683e-6,1,0.406832860340061,0.227788287810054,FALSE,FALSE
CXCL2,Overlap,6.59887732250119e-6,1,2.26184240605931,3.34809031370224,TRUE,FALSE
FNDC3B,Overlap,8.27310960718879e-6,5.904296597279329e-28,2.20097442051601,1.49316165577115,TRUE,TRUE
TREM1,Overlap,8.56049069959065e-6,4.18342828430553e-13,2.74420507865732,2.16240383802254,TRUE,TRUE
PAF1,Overlap,1.30829357772757e-5,1,-0.130469405246943,0.493906336487533,FALSE,FALSE
MTRNR2L12,Overlap,1.33742761301184e-5,2.7131606434006396e-134,-10.4326486745437,-8.95972691604749,TRUE,TRUE
CYTIP,Overlap,1.45825026101852e-5,1,0.119312448618414,0.10975730690866,FALSE,FALSE
G0S2,Overlap,1.69764963315683e-5,9.92470153324307e-9,3.4245995283768,2.66962165189576,TRUE,TRUE
SQSTM1,Overlap,2.00814409752762e-5,1,0.980898227547132,0.391573059545238,TRUE,FALSE
H2AFZ,Overlap,2.02083195555901e-5,4.3338788884204395e-87,-9.49709918329567,-2.6921793182524,TRUE,TRUE
FNDC3A,Overlap,2.85425665530343e-5,1.71951328274004e-12,1.67881151924221,1.2739305260224,TRUE,TRUE
SPPL2B,Overlap,2.90365429616815e-5,1,-0.478675897281797,-0.383408723539771,FALSE,FALSE
DNAJB1,Overlap,3.23346434170936e-5,0.100687612610105,1.97769230587323,1.90241684521437,TRUE,FALSE
LITAF,Overlap,3.58477214890321e-5,1,0.809729144022242,0.221070813317113,TRUE,FALSE
ENSG00000289901,Overlap,3.65861563672737e-5,1.6788904920730799e-121,3.48365870494746,3.35745459080162,TRUE,TRUE
PPIF,Overlap,5.0862537403753e-5,5.83121652486952e-20,2.63943326167868,2.32039277649673,TRUE,TRUE
HSPH1,Overlap,6.4511241632398e-5,7.74835959252712e-5,1.24480770812579,1.49906728061997,TRUE,TRUE
AL133415.1,Overlap,7.65371972114833e-5,1.04248560436572e-59,-8.71044581368962,-3.28049303670034,TRUE,TRUE
PSAP,Overlap,7.8998692014674e-5,1.59428459260843e-5,-0.694278175107926,-0.830698007737719,TRUE,TRUE
FGR,Overlap,7.99651141647038e-5,4.07173836243036e-13,1.26310390176333,1.04256078900866,TRUE,TRUE
PLAUR,Overlap,1.0359461558826e-4,3.3733066408486103e-32,1.42421105888923,1.24385433792754,TRUE,TRUE
FTH1,Overlap,1.3595349022272e-4,1,-0.740754983811001,-0.991981936124535,TRUE,FALSE
LINC01578,Overlap,1.5146176130208e-4,2.34126832683938e-100,-9.1697155344887,-3.1648058798835,TRUE,TRUE
FOXP1,Overlap,1.9356734026043e-4,1,0.88278961274357,1.02711495130006,TRUE,FALSE
H1FX,Overlap,1.9841854488391e-4,3.0831528059328304e-111,-10.3075971343565,-4.09112792407325,TRUE,TRUE
S100A10,Overlap,2.3008016784335e-4,5.13887920123857e-5,1.36229132446179,1.17138291611414,TRUE,TRUE
JARID2,Overlap,2.442832952994e-4,5.35580614030786e-32,2.71392741753089,2.17894558613106,TRUE,TRUE
IL1R1,Overlap,2.6412200509908e-4,5.2067845465084e-4,2.24138076309302,2.370335827774,TRUE,TRUE
HSPA6,Overlap,2.7452433528288e-4,6.154689767192531e-10,2.12058945758202,1.73304487001994,TRUE,TRUE
SETD7,Overlap,2.8253748394164e-4,1,-0.811510564938805,-0.88282999265871,TRUE,FALSE
ENSG00000275202,Overlap,3.5557327022194e-4,1.32519898905679e-10,8.86311523020213,8.4027044375098,TRUE,TRUE
CUBN,Overlap,3.5882368322736e-4,1,1.29131547328151,2.21465540623926,TRUE,FALSE
AL138963.4,Overlap,5.4224418469017e-4,6.01224914890545e-69,-7.84653460702203,-6.08980416529023,TRUE,TRUE
WTAP,Overlap,6.1905313455264e-4,4.2960996028716595e-11,1.75618300046085,1.46120308771978,TRUE,TRUE
ATP2B1-AS1,Overlap,8.1080931870001e-4,0.106878048032168,1.3842526438388,1.35713953631174,TRUE,FALSE
IRAK2,Overlap,9.209305013224e-4,3.91095125102831e-12,3.24663519767453,2.56185068940799,TRUE,TRUE
SPIRE1,Overlap,9.7366181372067e-4,1,1.66907546008658,0.726435057572984,TRUE,FALSE
