"","Naïve.CD8","Naïve.CD8..innate.like.","Naïve.CD8..post.ART.","Transitional.Tem.CD8","Effector.CD8","Terminal.TEMRA.CD8","KIR..innate.like.CD8","MAIT.like.Trm","TRDV1..γδ.T.cell","Naïve.like.TRDV1..γδ","Vγ9Vδ2.γδ.T.cell"
"PDCD1",0.00673277412935911,0.00349780164510098,0.0110508715062767,0.236298041362822,0.490023223766062,0.318034703353733,0.1488748347633,0.265502900842234,0.303475488867463,0.0902535310972245,0.209643878515121
"SATB1",1.83108933518625,2.00355846244799,1.28546328440068,0.790974392982835,0.238103558873539,0.168500291865033,0.353609574926388,1.42716041909851,0.352942828291059,1.10208999095384,0.863259591316538
"EOMES",0.0853802363985584,0.0524938226898926,0.058960668089312,0.967703187495735,1.6921567649137,1.10789196996893,1.04520505009782,0.484712842917768,1.23197283464408,0.197711211230723,1.25948805210755
"CX3CR1",0.000801034898332942,0.00131833734065768,0.0168292594617072,0.75557969788901,1.43179578381314,2.18557859337604,1.1883418451005,0,1.07471933872023,0,0.432322074329455
"CXCR6",0.00293217834666451,0.00272670617082892,0.00261494248901322,0.0846017035173764,0.174205254600313,0.0232523907691208,0.0133300526216985,1.4900727945312,0.0593369391085114,0.0095922940787633,1.53769350465875
"FOXP1",4.87129635589252,4.32195467237045,6.41663442804264,1.83207842144859,1.68130404269933,1.70458561741241,1.49293703116029,1.8257186543219,1.51871698435307,3.1879930227479,1.11905624892424
"TIGIT",0.0329029979058723,0.00309088689054648,0.0394058130621371,1.31923014522645,1.82025356665119,0.9613097473156,1.54044216484945,0.0354770735395722,1.75045367784455,0.111147257698861,0.893987858002677
"BCL6",0.328283419232273,0.492405662187816,0.308625455835112,0.577053574512461,0.294883825238052,0.341610000523518,0.422284293501447,0.585211076080943,0.590994389347224,0.602405552972596,0.704523525894725
"SPON2",0.141445226810083,0.153134925856441,0.0709602955087835,0.922618159948486,1.71764626062356,2.38621572121094,1.93278501052552,0.391145794255418,2.8146535607252,0.111277457255091,1.2938191248197
"CD38",0.264017539560937,0.601848577018568,0.292874225318801,1.16321690741927,1.97162618369442,1.46642226191902,1.7975171690041,0.170781010305016,1.96604866263488,0.155092833091635,0.953018758839897
"FGFBP2",0.71712830792589,2.03064942005172,0.277346182174902,6.75967830965646,11.6936024908991,15.8253038986334,11.6715418648286,0.224861226379754,11.0836240288377,0.325809822554947,5.84233042705756
"PF4",0.00946002840639937,0.002713904277066,0.0209173663942084,0.0524662872967717,0.0535155338655925,0.0290488937922756,0.0538495894779516,0.0665963396079418,0.0322690504728698,0.00394015689704764,0.162148088836157
"PPBP",0.0279582102912879,0.0205663318173456,0.0946836773277288,0.176938590497259,0.13737502600764,0.103220765320362,0.160949826769667,0.0422760649264237,0.142558900910846,0.045702043242367,0.386436401678863
"LEF1",6.94730214387271,7.08476456786545,5.61743779606962,1.28527471466429,0.0738243895669848,0.0569934181422675,0.172938840125658,0.234650158592466,0.0696531609974932,6.50970062595447,0.115764563507649
"IL7R",16.5732023220708,10.8880528611108,11.1630894205622,5.4859087613762,0.566667867939508,0.101163299755023,0.386607979988022,12.5547734129128,0.360749394611341,13.5824854480415,7.34783970083376
"ITGA1",0.167642962452998,0.0970374953417086,0.199887199219673,0.220620644852692,0.304990888699227,0.153392466058754,0.12348438754711,0.140510695009572,0.114964934635956,0.293468741586299,0.092505494201062
"GZMK",1.25725962967659,1.13783833725915,0.404252469545861,1.84519744568338,1.45563530686882,0.225642184965754,0.459036994222038,4.76074069808631,0.387052127081334,1.41049310767988,5.36993069180559
"GZMA",0.417029342649312,0.7774278749681,0.115617401087599,2.14723344170089,4.87612106143267,4.39236593047857,3.58572069493515,4.46870205765588,3.12139850704993,0.116248168635425,5.54156515493283
"VCAN",0.00167521031294942,0,0,0,0.00119428698464474,0.00275039153930914,0.00837132598024197,0,0.00176828364938874,0,0
"TCF7",9.07950800562469,10.4237311510341,5.5858647277721,3.40976733597766,1.32766324112831,0.509787462987633,1.7087892219033,3.04262731100667,1.54752741251374,7.39542744828527,2.2870996175342
"CD14",0.001923634146555,0.00824729575647272,0.00254810925696436,0,0.00287993023225205,0.00636742506674453,0,0,0.00490774212300185,0,0
"HAVCR2",0.0466779894675352,0.0490835989332454,0.0357107406414823,0.477468396010386,0.80472834346064,0.987824947323518,1.62996965393996,0.197558489368642,1.62899626560247,0.0553002401433149,0.575484537140093
"TNF",0.0106181289948004,0.00979016619316293,0.0217882760262091,0.105053146004107,0.18547219482203,0.133316243354848,0.143343349790727,1.47641600487806,0.19916259953003,0.0253936410457261,0.218586367376923
"NCR3",0.113862685194904,0.037329662094738,0.0562110388965827,0.296595930915148,0.0832772185692403,0.0752301372404389,0.321593761162785,1.38532421908437,0.1784074001635,0.309027740306713,0.49451366762027
"HSPA1A",0.663214249746182,0.424358722110104,6.30528538511005,1.18759869997946,3.28667883851333,2.07181796677763,1.83068056264055,5.76835688928412,7.00101595071138,1.43518941878841,3.89932057234872
"HSPA1B",0.506429521720407,0.313883936013922,3.38043325938433,0.738499606246641,2.17682591981875,1.27562970747581,0.874155990416011,3.45260844212062,3.98406287384767,0.929466260780266,2.15268050719752
"HLA-DRA",0.0184092061042005,0.0214869476010683,0.0427379568747491,1.22899589716153,2.03870456873999,1.13516413804007,1.03579848291182,0.1558100594014,1.25887231415585,0.066027396327801,0.724984842815853
"HLA-DRB1",0.033326664470079,0.0279700007301868,0.0545404169047063,2.82808465303631,4.98849990679039,3.86527262080433,2.66788384190369,0.348812983183967,3.57927207519705,0.0677904464909126,1.92464860579124
"BACH2",3.73645515294309,2.32272208572357,7.49269093259914,3.06732748996837,0.685775199303464,0.509058785717866,1.23258869237722,3.10840157223824,1.29729268880479,5.00881764039059,1.30047583188881
"PRDM1",0.00698894784318739,0.00891350528368655,0.0235450035027573,0.289780154715994,0.777917186754375,0.983359308155707,0.865700906208133,0.574588451730743,1.03400363212831,0.014238954033656,0.751668694556065
"TRGC2",0.0713575281787175,0.0783491076222426,0.0955393649911471,1.07823701499064,1.37963080305194,1.40565277569459,1.92331699904142,0.509042314845312,1.93914974121997,0.911561561867579,1.13245672727419
"TRGC1",0.0167715836548065,0.0243362302550833,0.00554851093259666,0.121629843953018,0.16750886215898,0.210373110007348,0.10143822008131,0.0806904620712999,0.183107787302948,0.138911911934422,0.637864948069892
"TRGV9",0.013363236357101,0.0134603217561005,0.0298813003577588,0.648005420572085,0.89108161598565,0.884653706011226,1.14978336651827,0.844202942813578,2.06214376579832,0.234587456025256,7.07519554083512
"TRBC1",2.3077110792689,2.40194808421587,2.57747630499643,3.76439505553412,3.38265116709634,3.65991969347863,3.88460832529592,2.60905817885307,6.22932101396626,5.26977170136248,5.64353894029394
"TRBC2",4.9032644922406,4.40587926511282,4.68592616942385,6.10432309658535,6.84351183921932,6.22943573891966,6.48510014614996,4.09616692238081,7.57354473900148,7.58681846851851,7.02712162424468
"TOX",0.458197416159649,0.482325557938761,0.223248177044793,1.07099009059714,1.76706905959285,1.26085110783995,1.07914433402035,0.265499890335639,1.57192627567313,0.898918511102171,1.06098498017284
"PAX5",0.00112296384925881,0.00202804089299809,0.00741032285851549,0.0011020320810355,0.00133531749029817,0.00265727969995848,0,0.0105014218925242,0.00146924403332111,0.00299018024806535,0
"FCN1",0.00306052769743588,0.000743517623625402,0,0.00428186892274344,0.000371884560338549,0,0,0,0,0,0
"IL2RA",0.0177112598136832,0.00388674496973688,0.0106018002489363,0.00127133975563324,0.00332028213089518,0.000979915456814048,0,0.0156320832877398,0.00697129980119825,0.0232827708950319,0.0102209357471095
"GATA3",0.34020923557996,0.326793975802122,0.578548322900817,0.809550504417395,0.738243859445174,0.690220358997411,0.777687162717847,1.50125963904387,0.830224146747385,0.612326895509441,0.649427991132968
"PRF1",0.136422144588127,0.108081007140828,0.169503260743925,4.130231773007,8.02067952809046,10.5988494687878,10.0177215775362,3.95512769262536,9.70757444059877,0.150623982605772,7.11266891805189
"FAS",0.174222382259005,0.259635527148575,0.396134091842092,0.340856275382659,0.46429545864253,0.435270440506714,0.349724380421368,0.425349797118287,0.374001832430605,0.404709976759276,0.320123790027864
"IFIT2",0.152175499324692,0.234011528472827,0.261315895729597,0.620460727951511,0.808803350714433,1.13005841332196,0.993848663266912,1.67618344431401,0.888604597578896,0.331081530510303,0.840019438949268
"IFIT3",0.181498859421983,0.215833804660762,0.378818698008792,0.405447674839383,0.728849416870611,1.18843832237172,0.963355796022752,0.386767318478762,0.651829400290688,0.305539184559276,0.525410328875089
"IFIT1",0.202349855059361,0.129471726132654,0.362058449285093,0.460227982963724,0.614211496838156,0.933107241119003,0.660324516923474,0.186827371984069,0.542206860093337,0.478342019999291,0.397958616369129
"ENTPD1",0.00722677459508417,0.0027076082667662,0,0.0700245501923442,0.134583155659277,0.0233501107529609,0.0449279316704928,0.0115182425926182,0.089140576525264,0.00327875839976917,0.0396279316673813
"MKI67",0.00532277155448965,0.00725161137490841,0.00341436030912183,0.0271413893617421,0.170447869691552,0.025497125181365,0.0585412438877089,0,0.0338627477235248,0.0289831359801962,0
"IRF7",0.789117262680056,0.917115957753591,0.926570059605255,1.36626625745306,1.53800696596566,1.68394911909297,1.7093278701479,1.29937322906831,1.84642421946416,1.37348143877218,1.19780274717439
"HBB",0.744655451956016,1.09829669253451,2.14395434707324,0.0987212350489683,1.12916028106686,2.68740949469781,3.79945485934592,0.0745151587311609,2.64329278654885,0.559364862881891,1.4285017070849
"MS4A1",0.00350723015424559,0.00187546217886859,0.0106421896305165,0.00891069584762685,0.00762682446657531,0.00111961759237209,0,0,0.012801527756445,0.00734055399160975,0.00511046787355476
"NCAM1",0.00145683340066789,0.000417972063081681,0,0,0.00517965247867364,0.00625386755473972,0.0447864513785027,0.0385795033760332,0.0711947445955803,0,0.0129717361459935
"ZBTB16",0.00545706870025421,0.00207857029960935,0.00757305736615925,0.0207527973219129,0.0198616823617264,0.0201813359758442,0.0492776359261852,1.25257557379178,0.0955379616478016,0.03388638021205,0.788728781512584
"CD3E",7.31402149949099,9.35136619444501,3.3284962459038,5.82910275938081,7.3617281966298,7.34266431673847,5.4928029170257,5.18901424973629,4.61158691048132,5.60961234526306,7.11258163708748
"CD3D",5.5645474434471,5.84980561091648,3.91720869883345,6.8373157844009,9.08672915402223,9.0881498646839,7.87259937356774,5.50152626854096,6.08762790796975,5.125854720571,6.69414952927604
"CD3G",2.6773862271981,1.99458175353108,1.7880418207328,4.05375645544969,5.99219167331648,6.49904303221718,4.18309319912982,1.64398568625421,3.83438788149404,2.1182047145401,3.79969563199622
"CXCR5",0.0179441432523847,0.0175216558915803,0.0117366509827292,0.0310245761349902,0.026503354050187,0.0215890565763644,0.0152667853252469,0.0137463469083091,0.0155802727945129,0.0495093591065562,0.0216335597167234
"CD27",3.45773682050884,5.09345347176492,1.47196586420598,1.48752430253741,1.46614382027019,0.595533387397992,0.231877850748593,1.07526401403405,0.179142698199182,2.4372620094882,1.86623191290249
"LAG3",0.0494246073041722,0.066572670027809,0.0411101985578969,1.02463728749089,1.79398951869732,1.73493560191463,1.7102937896108,1.12151941953628,1.77748584039704,0.0662924690434591,1.98975755780588
"CD4",0.0369325201689043,0.00142705011136045,0.00466547958916879,0,0.0430646988641775,0.005772454616057,0.00367208298907555,0.00977005205483735,0.0105522499482812,0.0809162537784483,0
"CLEC4C",0,0,0,0.00138836381740628,0.000855379675237999,0,0,0,0.000827740840302635,0,0
"KLRG1",0.210126743064734,0.166913511328272,0.131042907229759,0.804576798920649,1.35830207099605,1.37426873844605,0.623421504793065,1.55351405841603,0.810888355489952,0.407320168440143,2.35969927601897
"KLRB1",0.149849719425594,0.263293427725293,0.1263811290741,0.337950325763954,0.744958476043292,1.21355096604684,0.606880837565864,11.179568476559,1.44575354922073,0.279079391857055,11.8204774656404
"CD69",1.7816978321406,1.75887663237609,5.54238897884009,2.39100769673096,2.27584114162938,2.18867366559708,2.48465514467408,8.89760362141731,3.82644221551704,3.20195049909456,4.4582438606798
"KLRF1",0.00205282506537246,0.00113300165397103,0.00363402409372517,0.0503903525351197,0.0413827282853354,0.0526347331376121,0.347308024211103,0.104032703434656,0.356366880505491,0.0114552785923754,0.0565373725979733
"KLRD1",0.0263415749005572,0.0167249046040026,0.0900775446486395,3.20273523075683,4.65662638676547,6.47520569677782,8.01444546258276,2.32892281632959,6.90844348652958,0.431439465742699,4.3242945818048
"KLRC2",0.288308945159483,0.327591276557251,0.261530008270228,2.42313113045106,2.38085725262245,2.4604418930806,5.21084965538564,0.104882001865253,3.5234717010549,0.585618238873011,1.50115160695605
"KLRC1",0.00932905792586905,0.00368487742448858,0.0129975723409634,0.550885059141551,0.468222160450981,0.870753566282305,0.428436217452679,0.604390708691739,1.12886197165909,0.0219250301335766,0.578992046760455
"IFNG",0.00915045456903409,0.00912974276494278,0.00456598354220195,0.192999447939046,0.632016685049811,0.566132047016424,0.509328523107354,0.626255703292654,0.926065983295054,0.0462677072427571,0.338938631282624
"LYZ",0.00858770768720413,0.0144863185658277,0.00608943476995082,0.00622858736971915,0.0121867049132198,0.00839622806749878,0.00932124444277943,0,0.0112190138288641,0.0119083940046223,0
"OAS1",0.225142610572977,0.154233093253701,0.266293719331411,0.739593158261363,1.16397676438926,1.39904211265078,0.862233345688423,0.414537869098651,1.02151025106331,0.400780629840445,0.799630898017139
"TRAV1-2",0.383696567962685,0.39925591192213,0.158550020633568,0.191075382211729,0.301205317901508,0.171318579781223,0.031550997641338,1.14544326728938,0.0010234128412518,0.057621117198488,0
"TRDV1",0.107960281013107,0.163392210871846,0.0462754447087332,0.435906608074862,0.447893093216444,0.37608522886029,1.48873118941687,0,2.97885950535998,4.2756126824827,0.0209521893547041
"TRDV2",0.00691593874164247,0.00961950794641281,0.0066690286143009,0.101744408380663,0.152232566064388,0.0484176825233854,0.154018882657893,0.668282664791941,0.547115804467642,0.542326923629469,8.11955107889528
"TRDC",0.0245773225156532,0.012705921180649,0.0189288640337648,0.137254275226511,0.132790013045701,0.0988511671035173,0.48840785305917,0.176233353677794,1.31097815799533,2.3320604076896,1.49791699418002
"TRAC",1.38967607395085,1.79559994597488,0.85181916761606,1.49622993214907,1.87590126382912,1.85793401031917,1.03149579036367,1.27240483386104,0.449678504402489,1.08485468184821,1.48645384522211
"GZMH",0.00299606536462855,0.000703187893420751,0.103073286844944,4.45001278564829,10.0975450683876,13.9382359899826,9.17460343975511,0.935884461991422,9.32235635439882,0,4.44013210889645
"GZMB",0.0144680899551121,0.00261453473321012,0.108096629091665,9.1539161310848,16.5373182630925,23.676949812907,24.7838213977227,4.18123652293992,21.3778207700955,0.0242224913266154,12.6672199532328
"IFI27",0.0317494519524995,0.0361684969799602,0.0242318040962301,0.361431501054214,0.678671870743688,0.329196788575432,0.195646843104543,0.0542851517299323,0.502986587601252,0.0946535930374078,0.425766867253262
"HSP90AA1",2.94515633891025,2.08839174284667,5.91729630360577,5.4495966012185,6.96166861045285,6.20973263919471,6.09386891551847,7.85355104718216,8.82456871110733,4.41143139530649,6.79691853287789
"HBA2",0.0370798264330739,0.0124570624466771,0.0670526889319335,0.00547463206463434,0.0356730202150782,0.0768752520607582,0.0718505925458428,0,0.0989649932249754,0.00794435771853935,0.0384520155117927
"HBA1",0.0310862881485766,0.0214542900428794,0.084390626095245,0.00162561976753637,0.0339506858215453,0.0606117046145974,0.0820670684340827,0.0385352860648839,0.129490419051057,0.0476661463112361,0.144401829859988
"CD19",0.00264838980864694,0.000551393224847283,0.00451331180858886,0,0.00118586880260909,0,0.00430941607412196,0.0121986030159826,0.00302846157052511,0,0.00889540427833364
"MAF",0.0163605471325575,0.0204982976660825,0.0098893654262507,0.125342699247781,0.201687130877697,0.199289893308983,0.119816557770069,1.27539327078546,0.225439823536233,0.0151654771760387,0.547997937295824
"ITGAE",0.680948598943914,0.881044165469204,0.75788119476917,0.917084630481944,1.06679781703381,0.753739520404862,0.70684956748503,1.26411377057669,0.760271122522764,0.901472358955644,1.45713980744916
"CCL5",1.26924998889131,1.06175474920726,1.36495508674569,28.1606181786075,55.2605539569005,57.4953431357576,42.4222210184307,13.6664918443317,36.6459067925539,3.25936151246067,39.354762065445
"CCL3",0.0174044166428993,0.162112266282973,0.0342241931222113,0.126699435755603,0.55236453571901,0.361403832512977,0.394786252881984,1.01174731329889,1.2238022381196,0.0864215803637727,1.03053097852255
"CCL4",0.0421159587955735,0.152360635785804,0.136063147016654,2.81820824977954,7.85091296075363,7.3967151867453,8.40749634207016,8.19048715284554,11.7178736021076,0.118048645102074,9.99303742036622
"CCL4L2",0.0240071817827458,0.0578653309694602,0.0571404194386988,0.637959780431695,2.66857166848204,1.64726463512367,1.32312743537714,6.712648311958,4.7993189781025,0.020222098300665,1.71769346556613
"CCR7",10.4768569583488,9.0867476014192,10.231775940042,2.58060149874005,0.389964392265216,0.0610182188460455,0.071978271664794,1.31026205801884,0.15846236699018,6.45617241453943,0.431738443684334
"TBX21",0.00829941303074373,0.0114927942728534,0.0196811589207531,1.00603639295118,1.52568875779024,2.07067772356162,1.91128360311174,0.566253945682256,1.91939865404617,0.0820861503049607,1.18138788441128
"CD79B",0.0589308721075111,0.0555171319027734,0.0260536800566914,0.0322041755646407,0.0266524368621633,0.0238797197123176,0.0227555733982592,0.0394145683466532,0.0590636011289394,0.0479822439683219,0.110597848879338
"TCF4",0.0699219190369377,0.0790386265116751,0.0475266913014217,0.0148304445546662,0.0185274941534806,0.0420372358937678,0.0168496026945161,0.0121986030159826,0.0153643450605654,0.0667089765219963,0.0401461650834307
"BCL2",0.465435975494552,0.357269922615303,1.19434861872204,0.356230623966621,0.201815328707115,0.175812851487077,0.210356322955425,0.241099605380249,0.305159248155656,0.508686657159625,0.302087286411683
"GZMM",2.29315211864095,2.6351731772714,1.1495614416945,4.61410979070728,5.2186736571546,3.87237532408096,4.73977163011825,3.45901905142306,4.04369231973809,1.81724717740534,5.808242965292
"DNAJB1",1.79831394828296,1.41821318234639,4.61013392293803,1.8897724505268,2.5873123374507,1.94116137166858,1.42073421681424,6.08982253181889,3.56605157269877,2.00797179134038,2.67334219033415
"KLF2",6.35124921904789,3.45049223848242,5.99770568223218,5.63890617623993,5.74053700438094,6.30351245872267,4.67520945885366,2.87068391707454,5.69418739060089,5.20716541981611,3.39023241945063
"TYROBP",0.0160602353479949,0.0252777241551589,0.0324299777829229,0.632492157603085,0.951325970779174,1.35043650981048,3.95596714549972,0.652083397142173,2.50865201160878,0.133286710155878,1.68280395558872
"CD79A",0.264155274381504,0.177851719896877,0.131915872761959,0.0615054033478638,0.0297847074725816,0.0162799495480009,0.020154340540037,0.00977005205483735,0.0393602048966467,0.251099343913749,0.0165234633179114
"NKG7",0.250788659427506,0.230335578083109,0.638825650819799,28.8974972969147,50.7110001503469,57.838411428778,48.3439495870775,19.0046643514381,47.3388686868383,0.91118676514222,36.7755463526319
"LILRA4",0.000341961664455999,0,0.000855889590242859,0,0.00054152113286221,0,0,0,0,0,0
"KIR2DL3",0.00125283359631708,0,0.00347937023398765,0.253104588142923,0.357945672355741,0.345589689009157,0.734660357806748,0,1.31619737537594,0.0749150085498583,0.393485014657539
"KIR3DL1",0,0,0.00115521797519169,0.135114321226029,0.211139596821558,0.211830505394806,3.43310040308968,0,0.699273504077403,0.0346223364151263,0.632610831373175
"NCR1",0.00139132541209646,0.000351763810581379,0.00311463320183519,0.277096886369823,0.455150977036563,0.467789701692769,0.885163410342776,0.0298538269028091,0.901453981204281,0.0350407494781238,0.513565310029216
"TOX2",0.0334124735455372,0.0258718586394191,0.0513712366324897,0.0552563826248988,0.0338142061417969,0.0181716916547209,0.0109048447821876,0.0443197248992045,0.0260366046112411,0.154914646964556,0.0260136685985421
"MX1",0.809574303845292,0.566643927851068,1.23910340522335,1.42192155411723,1.52816059395956,1.73649560839337,1.42025988796707,1.04061087618735,1.6099071866564,1.54172085165188,1.26647765587649
"IL3RA",0.0165087449593009,0.0151221847043637,0.0285017227908356,0.0112791608967509,0.00749889766353283,0.00612340105559713,0,0,0.00665615618141732,0.00465081668340961,0.0251304591501312
"FOXP3",0.0215981400082545,0.00751847952347126,0.0142709380585992,0.00961286082938161,0.00353626410047243,0.00421313563068332,0,0.0204938187425847,0,0.0095521263206023,0
"SLC4A10",0.00636614860884703,0.0044024566459671,0.00382082494697114,0.00877157502432905,0.0140621415355386,0.007223067286617,0.0107038997560859,0.687215280728896,0.007003954668286,0.00274583456895889,0.410614329403451
"CSF2",0.000720547597858563,0.00596432360409011,0.00531849295950752,0,0.00108974840978463,0,0,0,0,0,0
"RORC",0.00206582227747646,0.000555897370672144,0.00222965440356745,0,0.00144511206937055,0,0,0.472471441508632,0,0,0.127973645170578
"B3GAT1",0.000290052425815757,0,0,0.0217536993367643,0.0621324711031764,0.163093350797376,0.1292350502937,0,0.110259010862177,0.00784009345391397,0.0331083458947061
"GP9",0.00207247723301202,0,0.0146202137148991,0.0147860576279754,0.0171339255219087,0.0127892554770364,0.0276205331253715,0.0246880053326092,0.00883312794801661,0,0.0362771610525466
