"","Naïve.CD8","Naïve.CD8..innate.like.","Naïve.CD8..post.ART.","Transitional.Tem.CD8","Effector.CD8","Terminal.TEMRA.CD8","KIR..innate.like.CD8","MAIT.like.Trm","TRDV1..γδ.T.cell","Naïve.like.TRDV1..γδ","Vγ9Vδ2.γδ.T.cell"
"LINC01409",0.0781752844304463,0.0821396355193035,0.0565099999253334,0.062196862124654,0.0849965921665412,0.0940415026159508,0.0614418542171224,0.0976807955963141,0.0596279588366459,0.0756742479354593,0.0527216608445469
"LINC01128",0.164802158242058,0.152402671797385,0.109765256277872,0.100721746082811,0.103950792880964,0.0854778603615114,0.121039229154535,0.175951730422917,0.104215694830465,0.0982424743989401,0.0595946031070437
"LINC00115",0.0393936009199895,0.0417601793982134,0.0410600057082794,0.0609840989334296,0.0509227448055605,0.0405291118146915,0.0414353065367943,0.0837738305616579,0.0433153848176318,0.0212310640381643,0.0658010906765471
"FAM41C",0.000397700748798924,0.00263191224180061,0,0.00160704941869808,0.000844777063371978,0.00203712884174594,0,0,0,0,0
"NOC2L",0.404440818616093,0.322535334805232,0.451090963945194,0.412558851873714,0.452902041085961,0.398154960075182,0.468923135576484,0.475126456010911,0.443552201625058,0.358879373527373,0.301183739921289
"KLHL17",0.0599385706961103,0.0464082465503124,0.0432598162461948,0.0644351657148403,0.0878777190649992,0.101465123931368,0.100309214313986,0.0794086868855599,0.0820931140986769,0.0889695786006943,0.0586614957990719
"PLEKHN1",0.00739086453601855,0.00999486369907774,0.0118050053439896,0.0141629342830467,0.00792683013351751,0.0081795901627798,0.0147679019076694,0.0393538329907432,0.0107521496659599,0.015525690017825,0.014039919784692
"HES4",0.0197992622627453,0.00811228932255731,0.0664553454667004,0.243495131405489,0.128673673222825,0.11720539892896,0.347174087432315,0.811299311285931,0.582716984634427,0.144958396869809,0.370373268813862
"ISG15",0.929119802668449,0.9110445600381,1.23124347007502,2.13734108435107,2.47012818445627,2.37331083860476,2.48302925471487,4.55482867774977,2.29895892874978,1.76696633564997,2.59089638293768
"AGRN",0.0130099038828071,0.0185531070640856,0.0145400802125118,0.0185638937711967,0.0163489547800989,0.0151811422692052,0.0124343477269225,0,0.0140323579889482,0.0108646354159014,0.0122561752771472
"C1orf159",0.108007881778267,0.101964945757494,0.154869862656365,0.105308745803961,0.0973663992312619,0.114532075570168,0.112998435019912,0.0635705536398816,0.105962641731726,0.0829257815099071,0.124426565406124
"TNFRSF18",0.00785755906454914,0.00293294812358735,0.017491506890336,0.199758438084869,0.0985256741931365,0.184028936675338,1.00539266366796,0.104280629768433,0.80340762063085,0.161774441261667,0.144332028034253
"TNFRSF4",0.0157310130623868,0.00576709807997246,0.0217652783219423,0.0793458344856295,0.0549396062222957,0.0938088443065934,0.33177572489064,0.129860556866618,0.323976293951945,0.0869509975580297,0.0645994176194923
"SDF4",0.542742984466208,0.471828137149583,0.606887252064145,1.0701494015785,1.10184426652655,1.1841947038778,1.90258631847311,0.955419753656334,1.60521711163895,0.76745279423357,1.27804218781791
"B3GALT6",0.245734263795736,0.181717535059967,0.192683961926976,0.205487194137672,0.213212944353372,0.254340854651687,0.259120383578768,0.245331456178391,0.268071289430148,0.365831656455884,0.262787778897921
"C1QTNF12",0.000199908681714193,0.00320760891165543,0.00116351789635964,0.00101813346609794,0.00184152980574318,0.00593575682846862,0,0.021588760027979,0.00154236637686986,0,0
"UBE2J2",0.470053266042472,0.458720882720744,0.457559636380719,0.498654521437929,0.578927535789566,0.616567633307455,0.524204717059835,0.482625785597512,0.569918912106134,0.551837451671048,0.602363932756747
"ACAP3",0.0956202070582574,0.0973695972813588,0.0816826898965836,0.0907269939041203,0.131379466055231,0.148301568423122,0.104443293411597,0.14230022850219,0.102910546798624,0.0804397948985234,0.0694810467258854
"PUSL1",0.102585534258747,0.0872411346987825,0.119811035972713,0.155455922620351,0.127587776347516,0.148865401516897,0.158755841244201,0.284765298519216,0.166621898324099,0.160920655100835,0.304035574219188
"INTS11",0.563383871060414,0.476097726985709,0.505404479948277,0.640371869021208,0.67416746214374,0.625764387237774,0.612351205850138,0.601931489486321,0.658624621121219,0.646420289058386,0.634071683143741
"CPTP",0.19042291774001,0.162869373831723,0.156850938565176,0.18217906555788,0.173019358201039,0.1827762177554,0.219287756129544,0.0953793685029619,0.155047975830128,0.139773214041437,0.23744810079677
"DVL1",0.0505160069499477,0.0723754965918876,0.0541406749355626,0.0408256570290655,0.0507396402902552,0.060640300987198,0.0313193006573114,0.0420041966836509,0.0516605793261119,0.0995461116969188,0.0361594183726928
"MXRA8",0.0273454074430743,0.0377677017911505,0.0252631389469834,0,0.00130614041427532,0,0,0,0,0.00659469009206934,0
"AURKAIP1",1.03388200117466,1.08555318540338,0.897914248767192,1.29137620404858,1.3134866914928,1.35007297371416,1.33975942082596,1.09169587320858,1.29487080008259,1.05848713842865,1.45744562161038
"CCNL2",0.63052552357971,0.557026316289089,0.711569551327913,0.725895140495971,0.723776474607116,0.767450443065956,0.74227817632967,0.723602469759215,0.717607776790155,0.704435564695041,0.675916369753226
"MRPL20-AS1",0.194150256623804,0.151966491069225,0.167166621927701,0.172958323414674,0.154502985810738,0.168361884954004,0.106266360229743,0.158582755272546,0.17526713668495,0.19638622596885,0.111060867896452
"MRPL20",0.914775485414156,0.72697023486339,0.903353310040835,1.12649779602999,1.00728348822905,0.985761820605159,1.1628407931541,1.10128444813178,1.06037657511122,0.952486090177955,1.0598237156054
"ATAD3C",0,0.00189670535254876,0,0,0.000164148330340636,0,0,0,0,0,0
"ATAD3B",0.0919716760432673,0.0580483457795342,0.189596883954454,0.155523062490141,0.114237503436486,0.144851427969967,0.156115558002489,0.192338546138331,0.126409274912991,0.118471655443407,0.101943136061023
"ATAD3A",0.0802769768454297,0.0497533430539266,0.10333964653485,0.107545585661958,0.0970579050393483,0.0940205861268156,0.0974709539577778,0.0912872805736225,0.109553432766766,0.120347470950399,0.113835995875242
"TMEM240",0.0123327971608522,0.026191488158617,0.0116475878892479,0.00350452414630116,0.00165084682965384,0.000899550602509998,0,0,0.00123659286020961,0.0349353945207643,0.00949746987402556
"SSU72",1.27807034929682,1.45408114077223,0.997035449850206,1.12809745720394,1.21227005910665,1.22207491309679,1.13893323094791,1.08790238888898,1.10787136720464,1.31527505155686,1.14375763569744
"AL645728.1",0.0101505922081788,0.0134282034706114,0.00301659125188537,0,0.00401944426176322,0.00367736703048476,0.0130271942680345,0,0.00468340084295713,0.00594563902241803,0.00994447007907843
"FNDC10",0.0248998386174508,0.0236488261411408,0.0128449731158799,0.00650493805315403,0.0122555676017249,0.00902143941484451,0.00905342388746256,0,0.0109748285617435,0.0120443647236001,0.0129798209013405
"AL691432.2",0.045058994251934,0.0556846623414244,0.00444532432370132,0.0182437990215733,0.019782564989102,0.0280319503626083,0.0108217757305272,0.0193309182572791,0.0113479235936905,0.0260644210584178,0
"MIB2",0.359853886170682,0.431144982913123,0.294037857271338,0.426436511712206,0.550489504754027,0.461909383868101,0.491604263315694,0.364389902247223,0.477366590076029,0.272726612828559,0.604886781774092
"MMP23B",0.0291264054622129,0.0216245657774506,0.0216820097892527,0.131244197685528,0.21202318927734,0.252242070919989,0.232572966185242,0.0644477574977492,0.278136191821014,0.0256377848496599,0.219738789296218
"CDK11B",0.471453280561089,0.399232754213053,0.560297599049897,0.703921947518598,0.712684975459809,0.73485579485239,0.65816057612538,0.634619115995413,0.660224213139318,0.695308992027774,0.724731279081575
"SLC35E2B",0.339708102386424,0.364056896478355,0.261163171337594,0.30339025295325,0.36049288480792,0.385367815922773,0.278569019119651,0.182128432416032,0.340570061861802,0.377175166587151,0.337685506791694
"CDK11A",0.421243495637667,0.361410149978757,0.551709375538751,0.653803789366962,0.707027930898296,0.695089045143343,0.699615360005906,0.628489859674062,0.708004722382234,0.532890641904738,0.610529559565939
"SLC35E2A",0.0714968059734132,0.111817285507353,0.0172306985436127,0.0351824359250471,0.0587421516179331,0.0418003666358745,0.0159804900547763,0.0168032773112068,0.0160031311679838,0.0483076077593792,0.0561879486929926
"NADK",0.19251160543654,0.13218885034244,0.200174113685903,0.269929821520072,0.26807445813613,0.258499602402776,0.315029361483709,0.133327694463072,0.268412771699624,0.179063494299362,0.343902418151045
"GNB1",1.07896127267389,0.968575425632634,1.53382374747737,1.74087543904484,1.86365480987632,1.89495648508411,1.98694780638705,1.98530545365173,2.20128829723209,1.60900189826229,2.0522161770814
"PRKCZ",0.061403114463964,0.0415772463646063,0.0551802069256392,0.125671310609362,0.143886798755488,0.140096241843145,0.150200823175765,0.220843726498195,0.149222575043674,0.0551105832458363,0.174079682910379
"FAAP20",0.827901879700041,1.00586485753228,0.514652421796487,0.6489081671129,0.711756276671499,0.656601122300256,0.579940920492836,0.466117817341345,0.495930591742121,0.662363170486264,0.767766124037473
"SKI",0.290684938970179,0.117380769679453,0.458785017583706,0.718298314225093,0.84232162544333,0.841898190410045,0.919265514364986,0.503051987892261,0.952400875893333,0.45103136779435,0.715817345479793
"MORN1",0.021177874368884,0.0143207451547088,0.0243008578837979,0.018946408856998,0.0246147339664832,0.0242234593873598,0.0256427506122685,0.0567422783718412,0.030231219505926,0.052016771840029,0.0427491392992078
"RER1",0.661558379656553,0.602810259917578,0.563831868164529,0.988558642689821,1.05900040547388,1.08835414749771,1.03822845552361,0.884581830405136,1.00741487493343,0.846089523780611,0.938543619701192
"PEX10",0.0996269232024693,0.0503736531482896,0.0914191331682389,0.113758040620978,0.093631328000669,0.0816274630771871,0.0585100472303555,0.0815860691543973,0.107596477164476,0.100884977323064,0.0914756818284697
"PLCH2",0.00754526978444349,0.00605424019663251,0.00761726032152795,0.0263789247457588,0.0141621860613458,0.00994422181466027,0.019066248635902,0,0.0315848235501795,0.0523328252886714,0
"PANK4",0.218078365684611,0.260093599612606,0.14578041199753,0.149992403032043,0.207301516054205,0.225721903222055,0.214276677060763,0.138037152345651,0.183291625218081,0.247975059373968,0.160031811046863
"AL139246.5",0.193698797947384,0.259281035076848,0.0204307944786477,0.0680234759303938,0.151667676019471,0.15284856696417,0.0486202440417706,0.0346214521562673,0.0706911355018621,0.154731100231968,0.164897561743756
"TNFRSF14-AS1",0.0364735890097149,0.0278767259150626,0.0261358841380536,0.0398932978291516,0.033468906596275,0.0306807421887405,0.0344778497810044,0.0287890240110775,0.0470665585446436,0.0204753288006882,0.0216126607921749
"TNFRSF14",1.24070039682879,1.7347515024082,0.883337427087644,1.1284260714393,1.43555454494295,1.5069372447854,1.06703920930566,0.994043942444323,1.13738652915433,1.22242857019204,1.43807940160747
"AL139246.3",0.0679199826397679,0.14839018633012,0.00899083854520948,0.00650693752387729,0.00433013986636925,0.000919149749715523,0,0,0,0.0470721233791182,0
"PRXL2B",0.221862997323735,0.295408842498028,0.145726273462276,0.0566266282101771,0.0630718064508538,0.0681274892625801,0.0477730392143944,0.0241932442842574,0.0447429290206287,0.140337728460566,0.10551174217582
"MMEL1",0.0119647393267051,0.0327049519613708,0.000781540024618511,0.00384512916572405,0,0,0,0,0,0,0
