"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"RAC1",0.621793040776785,-0.212964589093867,0.566,0.696,1,"RAC1"
"SAT2",0.622008731471543,-0.0963783686998122,0.28,0.348,1,"SAT2"
"ST6GALNAC6",0.622036712954208,-0.548736569875227,0.175,0.261,1,"ST6GALNAC6"
"MZF1",0.622096015738261,-0.695868644565806,0.069,0.13,1,"MZF1"
"KDM4C",0.622295143111493,0.270680197503209,0.222,0.261,1,"KDM4C"
"RASA2",0.622390268822688,-0.16319621347796,0.497,0.478,1,"RASA2"
"RPLP0",0.622403016366727,0.0740174607271067,0.947,0.957,1,"RPLP0"
"ZDHHC17",0.622503455668719,-0.965238474960171,0.069,0.13,1,"ZDHHC17"
"ELP2",0.62266283739153,-0.261940568849208,0.132,0.174,1,"ELP2"
"LTN1",0.622730457797757,-0.248984033059317,0.132,0.174,1,"LTN1"
"TSPOAP1-AS1",0.622981190026471,-0.132822963143699,0.201,0.261,1,"TSPOAP1-AS1"
"VCP",0.623071555669515,-0.160219246928537,0.444,0.435,1,"VCP"
"NFYC",0.623196563086045,0.581846365825197,0.143,0.087,1,"NFYC"
"WWP1",0.623634097682673,-0.278426807435345,0.153,0.217,1,"WWP1"
"NR2C1",0.623846943119438,-1.07429234133046,0.037,0.087,1,"NR2C1"
"CPLANE1",0.623884578654911,0.910310119322847,0.079,0.043,1,"CPLANE1"
"SOS2",0.623906428692212,0.40463393690847,0.159,0.13,1,"SOS2"
"DTNB",0.623940545694633,0.626612079188392,0.095,0.043,1,"DTNB"
"TYK2",0.624012693891416,-1.04640162617556,0.101,0.174,1,"TYK2"
"PDCD6IP",0.62403235595235,-0.528284112034734,0.265,0.348,1,"PDCD6IP"
"GALNT10",0.624143420108979,0.89061095549317,0.101,0.043,1,"GALNT10"
"RBX1",0.624151387134225,0.145960070143526,0.444,0.478,1,"RBX1"
"DPM2",0.62415278031828,-0.33157114928424,0.116,0.174,1,"DPM2"
"ASB1",0.624166308268752,0.767752958031858,0.095,0.043,1,"ASB1"
"ORAI2",0.624211639997555,0.750849796394412,0.095,0.043,1,"ORAI2"
"CISD2",0.624397211817999,0.43124665404852,0.159,0.13,1,"CISD2"
"PLEKHM3",0.624740507932873,-1.20643350189234,0.037,0.087,1,"PLEKHM3"
"TAB1",0.62499774014969,-0.737472442361908,0.048,0.087,1,"TAB1"
"VCPKMT",0.625093317653035,-0.232780701689249,0.058,0.087,1,"VCPKMT"
"AC026979.2",0.625305863566611,-0.728165928271311,0.085,0.13,1,"AC026979.2"
"NDUFV3",0.62544756231173,1.30745146106149,0.101,0.043,1,"NDUFV3"
"NLRC3",0.625524093986658,-0.424827240950513,0.164,0.217,1,"NLRC3"
"CHMP4B",0.625565231083781,0.445701469111071,0.249,0.174,1,"CHMP4B"
"CEP135",0.625601770957522,-0.958305245125759,0.079,0.13,1,"CEP135"
"FUNDC1",0.625693491193759,-0.916074534355053,0.042,0.087,1,"FUNDC1"
"ZNF407",0.625705003540019,0.736609041295231,0.138,0.087,1,"ZNF407"
"OAT",0.625732204326526,0.200980645335778,0.19,0.174,1,"OAT"
"RMND5A",0.625937066400175,-0.147014825775172,0.201,0.261,1,"RMND5A"
"RNF213",0.62625138437466,0.356383668607508,0.746,0.696,1,"RNF213"
"ZFPM1",0.626672706496133,0.8525534568374,0.143,0.087,1,"ZFPM1"
"HPS4",0.626724721371916,-0.157425895810855,0.079,0.13,1,"HPS4"
"MAN1A1",0.62693822079792,0.276509516113075,0.169,0.174,1,"MAN1A1"
"KIAA0825",0.627019627520351,-0.721285643650937,0.085,0.087,1,"KIAA0825"
"VPS25",0.62706908552564,-0.308509293687812,0.122,0.174,1,"VPS25"
"WBP2",0.627138890285923,-0.343282625454314,0.344,0.435,1,"WBP2"
"MIIP",0.627430076182774,-1.03200087558847,0.069,0.13,1,"MIIP"
"COPS4",0.627579328199848,0.314525650816268,0.095,0.087,1,"COPS4"
"CYTH4",0.6278346774952,0.185116981941523,0.275,0.217,1,"CYTH4"
"GBP1",0.628209187334891,0.972058364095701,0.122,0.087,1,"GBP1"
"PSMB2",0.628496521639864,-0.325121368391478,0.333,0.435,1,"PSMB2"
"PURA",0.628609325984971,0.406028516773958,0.228,0.174,1,"PURA"
"SNTB1",0.628752589176521,0.760888716631825,0.095,0.043,1,"SNTB1"
"RBM27",0.628971119045355,0.331532948893933,0.212,0.174,1,"RBM27"
"APLP2",0.629165794883369,-0.32767262449443,0.143,0.13,1,"APLP2"
"MYH9",0.629353947495817,-0.145672042027879,0.725,0.826,1,"MYH9"
"KIAA0040",0.629406456413623,-0.206044895987132,0.09,0.13,1,"KIAA0040"
"LINC00869",0.629855437072607,-0.861400542759652,0.101,0.174,1,"LINC00869"
"TFE3",0.629898244725969,-1.45243360485719,0.037,0.087,1,"TFE3"
"MRPL51",0.629953075816749,-0.489983895141116,0.254,0.304,1,"MRPL51"
"C9orf72",0.629963099123331,-1.05121453249042,0.042,0.087,1,"C9orf72"
"AMMECR1",0.630032971867009,0.921054670729286,0.09,0.043,1,"AMMECR1"
"TIMM50",0.630204405476825,0.901280571604843,0.095,0.043,1,"TIMM50"
"BCL2A1",0.630295590899472,-1.63388158865183,0.037,0.087,1,"BCL2A1"
"TPD52L2",0.630369200286821,0.523033990270568,0.116,0.087,1,"TPD52L2"
"NUMB",0.630453013130991,0.663090145593338,0.148,0.087,1,"NUMB"
"DNTTIP2",0.630478402164693,0.749631851560459,0.217,0.174,1,"DNTTIP2"
"PRPF31",0.630677907255812,0.404693160250143,0.169,0.13,1,"PRPF31"
"CDKN1A",0.630712861944504,-1.57499236336434,0.037,0.087,1,"CDKN1A"
"SLC7A5",0.63073701362073,-0.671766190385951,0.132,0.217,1,"SLC7A5"
"KDM5B",0.63114507680148,0.837608516531134,0.127,0.087,1,"KDM5B"
"DDX55",0.631283171733853,0.953276584611393,0.09,0.043,1,"DDX55"
"CDK2AP1",0.631719025369908,0.948784686883059,0.09,0.043,1,"CDK2AP1"
"TXNL4A",0.63174246062485,-0.237452345328667,0.413,0.435,1,"TXNL4A"
"KCTD20",0.631950716720111,-0.530232411116077,0.138,0.217,1,"KCTD20"
"RAB28",0.631987763203041,0.803887415268889,0.095,0.043,1,"RAB28"
"H1-2",0.632060520772414,1.04952412000831,0.079,0.043,1,"H1-2"
"NCK2",0.632101754457371,-0.652071132261434,0.132,0.217,1,"NCK2"
"PIGK",0.632177682523757,1.03819625674088,0.095,0.043,1,"PIGK"
"PLGRKT",0.632307291717481,-0.0202134754898684,0.063,0.087,1,"PLGRKT"
"FAM24B",0.632420536793318,-1.00312537460807,0.069,0.13,1,"FAM24B"
"FAM98A",0.63243288344099,-0.79213618986488,0.069,0.13,1,"FAM98A"
"PRMT7",0.632520357922395,-1.20050784899644,0.037,0.087,1,"PRMT7"
"BLMH",0.632632998510846,1.16178965270495,0.09,0.043,1,"BLMH"
"ENOPH1",0.632649195422718,1.16222223799587,0.095,0.043,1,"ENOPH1"
"JMJD8",0.632740440870566,0.887163831645888,0.085,0.043,1,"JMJD8"
"LRPPRC",0.632760908339089,-1.09929999312141,0.069,0.13,1,"LRPPRC"
"SDHAF4",0.633070462987761,-1.38803576272025,0.037,0.087,1,"SDHAF4"
"TMOD3",0.63307205972891,0.0899754001261288,0.323,0.348,1,"TMOD3"
"PHF12",0.633133561563913,-0.561183279002328,0.206,0.261,1,"PHF12"
"SNAP29",0.633300739263602,-0.943002055346916,0.138,0.217,1,"SNAP29"
"TMEM161B-AS1",0.633378389765515,-1.46729538658053,0.037,0.087,1,"TMEM161B-AS1"
"REV1",0.633499704278078,0.0409678824211093,0.106,0.13,1,"REV1"
"SUPT6H",0.633568043114304,0.108632928214695,0.259,0.261,1,"SUPT6H"
"NUDT22",0.633617878226291,0.289819128597957,0.169,0.174,1,"NUDT22"
"ITSN2",0.63369161734285,-0.425985611882177,0.407,0.478,1,"ITSN2"
"RIF1",0.6337744606041,-0.281523680834679,0.148,0.13,1,"RIF1"
"NEMF",0.63403157572275,-0.293383111694748,0.259,0.261,1,"NEMF"
"ANKLE2",0.634068030044488,0.268821825493802,0.18,0.174,1,"ANKLE2"
"PPP4R2",0.634182441104841,-0.116727418228236,0.333,0.304,1,"PPP4R2"
"TRIM11",0.634202962146841,0.699627371466076,0.143,0.087,1,"TRIM11"
"MFAP1",0.634239935439927,-0.325193134417489,0.127,0.174,1,"MFAP1"
"FIS1",0.634240807623725,-0.192469611755215,0.392,0.478,1,"FIS1"
"NADK2",0.634363809135022,-1.1322010494832,0.037,0.087,1,"NADK2"
"USP38",0.634371115798697,0.63819610690907,0.127,0.087,1,"USP38"
"PPWD1",0.634405567561911,0.0845565148208347,0.164,0.174,1,"PPWD1"
"ZNRD1",0.634503207453607,-0.137070677069613,0.18,0.217,1,"ZNRD1"
"UBC",0.634676662857326,-0.173302658140543,0.968,1,1,"UBC"
"TBCK",0.634759849255953,-0.201063518736546,0.132,0.174,1,"TBCK"
"SNHG3",0.634941969677281,-0.780223917707342,0.069,0.13,1,"SNHG3"
"OTULIN",0.635134972428567,-0.530611904122297,0.238,0.348,1,"OTULIN"
"CEP78",0.635292133031016,0.583908205955994,0.302,0.217,1,"CEP78"
"HLA-DQA1",0.635464304852516,0.848586913713433,0.09,0.043,1,"HLA-DQA1"
"NAGK",0.635746451153605,0.850571787473656,0.095,0.043,1,"NAGK"
"ZNF808",0.635758272147885,-1.00925434740566,0.048,0.087,1,"ZNF808"
"CRTAP",0.635875097969582,0.990588355481481,0.09,0.043,1,"CRTAP"
"KPNA2",0.635880085686389,1.14729375299038,0.085,0.043,1,"KPNA2"
"TAP2",0.635897787424903,0.23494325009144,0.344,0.304,1,"TAP2"
"UBP1",0.636094131202689,0.941063090910671,0.132,0.087,1,"UBP1"
"NGLY1",0.636131663555351,0.261057655020414,0.201,0.174,1,"NGLY1"
"SPAST",0.636221075372289,-0.680878024098203,0.069,0.13,1,"SPAST"
"ARFIP2",0.63626324573321,-0.506582718283709,0.074,0.13,1,"ARFIP2"
"ZNF487",0.636323147684922,-1.11287543858811,0.069,0.13,1,"ZNF487"
"EIF2AK4",0.636344202167667,-1.25548842165409,0.037,0.087,1,"EIF2AK4"
"CCT5",0.636450883292658,0.124146599935609,0.28,0.261,1,"CCT5"
"ARPC4",0.636473528852937,-0.419993782107064,0.487,0.609,1,"ARPC4"
"ABHD10",0.636646318015128,-0.764058711194771,0.069,0.13,1,"ABHD10"
"CD55",0.636656760262192,0.919085058313121,0.122,0.087,1,"CD55"
"RPL28",0.636658458417587,-0.141595143453751,1,1,1,"RPL28"
"C12orf65",0.636687473853588,-0.219548756767081,0.053,0.087,1,"C12orf65"
"BTN2A1",0.636689793441903,-0.240186883278485,0.164,0.217,1,"BTN2A1"
"NDUFV2-AS1",0.636733185033737,-1.24856527189047,0.037,0.087,1,"NDUFV2-AS1"
"RABIF",0.636811744028174,0.490250477305895,0.18,0.13,1,"RABIF"
"RAB3GAP1",0.636890502605837,-0.587428519620812,0.079,0.13,1,"RAB3GAP1"
"TMEM259",0.6369372026483,-0.317886864710613,0.37,0.478,1,"TMEM259"
"SYNGAP1",0.637016615528026,1.06311055441466,0.085,0.043,1,"SYNGAP1"
"BAZ1B",0.637044293884921,-0.0674999496950517,0.19,0.174,1,"BAZ1B"
"TMEM41B",0.637093153954272,0.00639515314991956,0.159,0.13,1,"TMEM41B"
"ANKMY1",0.637183690624085,-0.820113464572383,0.074,0.13,1,"ANKMY1"
"STAM",0.637207407599094,-0.922743065053767,0.069,0.13,1,"STAM"
"PET100",0.63725302383932,0.390410567849231,0.608,0.522,1,"PET100"
"WDR20",0.637428837538326,0.560567950438483,0.143,0.13,1,"WDR20"
"KANSL3",0.637438210954255,-0.138439039484218,0.132,0.174,1,"KANSL3"
"ODF2",0.637570418462072,0.701071425329953,0.138,0.087,1,"ODF2"
"UQCRC1",0.637803099578801,0.246441858568565,0.28,0.261,1,"UQCRC1"
"UBE4B",0.637940854812011,-0.0477992583294424,0.116,0.13,1,"UBE4B"
"RTP4",0.638141641226545,-0.809720639039782,0.074,0.13,1,"RTP4"
"FAM126B",0.638147629053723,-0.326329020609941,0.09,0.087,1,"FAM126B"
"MKLN1",0.63823038932365,0.122413727741285,0.18,0.174,1,"MKLN1"
"ANKRD13A",0.638301679955384,-0.952979614526565,0.101,0.174,1,"ANKRD13A"
"ZBTB17",0.638316849714193,-0.923180087112188,0.069,0.13,1,"ZBTB17"
"N4BP2L1",0.638720660393045,-0.113828885086014,0.138,0.174,1,"N4BP2L1"
"NSUN5",0.639109808353565,-1.10970495518651,0.069,0.13,1,"NSUN5"
"ZNF33A",0.63916255110423,0.00464643352068439,0.143,0.13,1,"ZNF33A"
"UBA7",0.639342612286444,1.19744726342848,0.095,0.043,1,"UBA7"
"MFSD11",0.639439522720804,0.16704244421046,0.169,0.174,1,"MFSD11"
"STIM1",0.639474347899365,-0.625314625655449,0.201,0.261,1,"STIM1"
"SLC4A1AP",0.63949165183819,0.112326989205948,0.106,0.13,1,"SLC4A1AP"
"PTPRM",0.64021262335807,0.918496345541182,0.138,0.087,1,"PTPRM"
"SLC12A6",0.640253595416808,1.14764463335505,0.095,0.043,1,"SLC12A6"
"UBE2S",0.64035757841047,0.333736293980262,0.228,0.174,1,"UBE2S"
"DDX5",0.640373820192331,-0.047285680147378,0.937,1,1,"DDX5"
"UBE4A",0.640427997399216,-0.0575775966518528,0.153,0.174,1,"UBE4A"
"PPP5C",0.640429605632437,0.871752995120671,0.164,0.087,1,"PPP5C"
"WRNIP1",0.64051868959191,-0.416902252518996,0.143,0.217,1,"WRNIP1"
"TNFRSF14",0.640693568137778,-0.369880146715254,0.397,0.435,1,"TNFRSF14"
"SETBP1",0.64096342734322,0.590308156130972,0.127,0.087,1,"SETBP1"
"CHD9",0.641204326710579,0.306231020382161,0.222,0.217,1,"CHD9"
"COPS6",0.641310423224257,-0.348502963420763,0.275,0.304,1,"COPS6"
"OGDH",0.64140655841939,0.201202794970193,0.127,0.087,1,"OGDH"
"ANKFY1",0.641602395566112,-0.478888434557028,0.079,0.13,1,"ANKFY1"
"BAX",0.641779842041745,-0.040545961679483,0.444,0.522,1,"BAX"
"TMEM250",0.641955707028351,-0.375836894401598,0.111,0.174,1,"TMEM250"
"RAB35",0.642080533837918,-0.347623094597832,0.159,0.217,1,"RAB35"
"IMPDH1",0.642092135363983,-0.963318740289939,0.042,0.087,1,"IMPDH1"
"JADE1",0.64211670337402,1.05295415822634,0.095,0.043,1,"JADE1"
"KPNA6",0.642400371849509,0.610550590490431,0.18,0.13,1,"KPNA6"
"KDM3B",0.642703998702062,-0.450409732724712,0.143,0.217,1,"KDM3B"
"NRDE2",0.642901818392234,0.933847603433615,0.085,0.043,1,"NRDE2"
"KDM4B",0.642919725901057,-0.561243727240798,0.085,0.13,1,"KDM4B"
"DDA1",0.643306094621852,-0.0778691891539871,0.101,0.087,1,"DDA1"
"CCDC93",0.643625643777065,-0.212677259307622,0.101,0.13,1,"CCDC93"
"AP2M1",0.643805348259277,0.102261669519974,0.397,0.348,1,"AP2M1"
"SGMS1",0.64460945509275,-0.657672861524823,0.116,0.174,1,"SGMS1"
"AGAP2",0.64507727094774,1.14467026425095,0.111,0.043,1,"AGAP2"
"PSMD4",0.645304850143148,0.152963725104738,0.328,0.348,1,"PSMD4"
"RALGDS",0.645357276984072,0.1357759931097,0.392,0.435,1,"RALGDS"
"YTHDF2",0.645398132877799,-0.0553390242961965,0.233,0.261,1,"YTHDF2"
"ATP2B4",0.645469863873813,-0.026363782402959,0.524,0.478,1,"ATP2B4"
"GPATCH8",0.64551569899701,0.361429277491486,0.275,0.261,1,"GPATCH8"
"ADPRHL2",0.645570502995529,-0.554452344129774,0.085,0.13,1,"ADPRHL2"
"ISY1",0.645583874691304,0.93327250839244,0.138,0.087,1,"ISY1"
"GABPA",0.646036995914894,0.774195302545116,0.085,0.043,1,"GABPA"
"RNF14",0.646077832402103,0.691095523446273,0.09,0.043,1,"RNF14"
"VTI1A",0.646333401689951,-0.616844395033583,0.206,0.304,1,"VTI1A"
"MLEC",0.646445651131827,-0.210629279894953,0.138,0.13,1,"MLEC"
"HIPK3",0.646556467153584,0.912396658221318,0.138,0.087,1,"HIPK3"
"RPL10A",0.646755633016275,0.0794018903764959,0.81,0.783,1,"RPL10A"
"SEC63",0.646837597174285,-0.0287304147891906,0.143,0.174,1,"SEC63"
"PIGL",0.646846606630454,-0.549024071582414,0.09,0.087,1,"PIGL"
"PRKCQ",0.647123543328976,0.254032056552473,0.476,0.391,1,"PRKCQ"
"CHCHD5",0.647255263277793,-0.583760737750821,0.175,0.261,1,"CHCHD5"
"H1-10",0.647300321838919,-1.17960074400331,0.069,0.13,1,"H1-10"
"OSER1",0.647404062990912,0.578914610641587,0.132,0.087,1,"OSER1"
"KIDINS220",0.647404212206874,0.508685659047323,0.138,0.087,1,"KIDINS220"
"KHNYN",0.647466243821839,0.85409364260921,0.09,0.043,1,"KHNYN"
"GLTP",0.647524592309677,0.783882374964886,0.09,0.043,1,"GLTP"
"FXR1",0.647660149658879,-0.643883208519679,0.212,0.304,1,"FXR1"
"TGOLN2",0.647889739956851,0.238452313676718,0.291,0.217,1,"TGOLN2"
"SCAPER",0.647954982890491,0.0546969450730866,0.159,0.174,1,"SCAPER"
"ITGA4",0.648074222376807,-0.327560261471168,0.492,0.522,1,"ITGA4"
"TCF12",0.648113771375017,-0.478132724935306,0.28,0.391,1,"TCF12"
"EHD4",0.648193880848762,-0.674551361406765,0.079,0.13,1,"EHD4"
"PRKCD",0.64826834065465,-1.12900486611456,0.069,0.13,1,"PRKCD"
"GPR108",0.648316036450175,-0.576394572057617,0.206,0.304,1,"GPR108"
"KLF10",0.648385044993829,-0.177429756473415,0.132,0.174,1,"KLF10"
"UBL7",0.648593404675275,-0.171228589583288,0.18,0.217,1,"UBL7"
"OXCT1",0.648770713832192,0.596568676165004,0.122,0.087,1,"OXCT1"
"CALU",0.648791829306759,1.00265336562692,0.095,0.043,1,"CALU"
"RBM38",0.648817618526851,-0.457289504360391,0.423,0.565,1,"RBM38"
"SIPA1L1",0.648850261881983,0.220827796596835,0.122,0.13,1,"SIPA1L1"
"PCSK7",0.649048436437178,-0.678987175189973,0.169,0.217,1,"PCSK7"
"FASLG",0.649052943027479,-0.407459985507069,0.18,0.261,1,"FASLG"
"GRPEL1",0.64956528345087,0.692988124616913,0.127,0.087,1,"GRPEL1"
"MAU2",0.649566176582319,-0.171539997000285,0.169,0.217,1,"MAU2"
"ZNF32",0.649635655187563,-0.393233564685553,0.127,0.174,1,"ZNF32"
"WDFY2",0.649801015520536,0.837690499559891,0.09,0.043,1,"WDFY2"
"ITM2B",0.649840382098905,-0.076262354004216,0.852,0.87,1,"ITM2B"
"THADA",0.650025647816973,1.43590480845943,0.095,0.043,1,"THADA"
"MOGS",0.650052123529351,-0.640815760256533,0.148,0.217,1,"MOGS"
"IFI27L2",0.650219436715501,0.1695026463224,0.275,0.217,1,"IFI27L2"
"SETDB2",0.6502815851312,0.949854400993571,0.085,0.043,1,"SETDB2"
"RNF6",0.650314736877489,0.602105287114007,0.164,0.13,1,"RNF6"
"SNX4",0.650364915113227,-0.319032709899956,0.095,0.087,1,"SNX4"
"ORC5",0.650480622448552,0.925423491272568,0.095,0.043,1,"ORC5"
"SCLY",0.650641409078638,-0.700947770507999,0.048,0.087,1,"SCLY"
"S1PR4",0.650777114422014,-0.251756997979889,0.471,0.609,1,"S1PR4"
"ELK4",0.650985303333343,-0.184663825834981,0.148,0.174,1,"ELK4"
"CNOT8",0.650986658771203,0.495383212181273,0.259,0.217,1,"CNOT8"
"SLAMF6",0.651107883502987,-0.263875578460235,0.349,0.391,1,"SLAMF6"
"AKIRIN1",0.651431927182925,-0.0805029020536555,0.185,0.217,1,"AKIRIN1"
"VIM-AS1",0.651523844150801,0.709708158095573,0.09,0.043,1,"VIM-AS1"
"MIR155HG",0.65158615132205,-1.16654173504146,0.042,0.087,1,"MIR155HG"
"TRABD",0.65191586398146,0.254180210546901,0.455,0.391,1,"TRABD"
"ASB3",0.651963767902817,0.308043135643914,0.148,0.13,1,"ASB3"
"GIMAP7",0.651981259350909,0.365774681101584,0.741,0.696,1,"GIMAP7"
"BOLA2B",0.65206723463404,-1.02933046998186,0.069,0.13,1,"BOLA2B"
"CFAP20",0.652224489190484,-0.69254600497255,0.116,0.174,1,"CFAP20"
"CD5",0.652371274837212,0.233713581520029,0.423,0.391,1,"CD5"
"KLHL5",0.652544725423096,-0.987150992685472,0.069,0.13,1,"KLHL5"
"PRPF40A",0.652577444904321,-0.538505647549115,0.354,0.478,1,"PRPF40A"
"KDELR2",0.652697326630558,-0.643000017755036,0.169,0.261,1,"KDELR2"
"RARS2",0.652899686346422,-0.437630417084559,0.122,0.174,1,"RARS2"
"ZNF143",0.652902273294896,0.670155215514801,0.143,0.087,1,"ZNF143"
"ZNF91",0.652985395716284,-0.394015158017616,0.122,0.174,1,"ZNF91"
"DERA",0.653083210173074,-0.785643533686414,0.074,0.13,1,"DERA"
"NELFB",0.653160560914309,0.548793508566429,0.132,0.087,1,"NELFB"
"ARFRP1",0.653404479630584,-0.0345379015363441,0.175,0.217,1,"ARFRP1"
"FBXO30",0.653491500648109,0.595869525445023,0.095,0.043,1,"FBXO30"
"STXBP2",0.653500678679247,0.458288462855336,0.302,0.217,1,"STXBP2"
"TOE1",0.653526897176688,-0.919222784003996,0.042,0.087,1,"TOE1"
"PCNX1",0.654318472336994,0.187522577489762,0.233,0.174,1,"PCNX1"
"HNRNPH2",0.654817598775518,-0.276105332902393,0.196,0.261,1,"HNRNPH2"
"VPS26B",0.65483618217187,0.1766886533103,0.317,0.261,1,"VPS26B"
"MYL12A",0.65491133342238,0.314806470616261,0.799,0.739,1,"MYL12A"
"CAPN1",0.654938227294935,0.211647227686169,0.185,0.174,1,"CAPN1"
"VRK2",0.654940446044316,0.626198976358572,0.116,0.087,1,"VRK2"
"IER5L",0.655133044197916,-0.380176899478497,0.153,0.217,1,"IER5L"
"AC022075.1",0.655180822516347,0.955977382655499,0.085,0.043,1,"AC022075.1"
"TSSC4",0.655276403055547,-0.058398534752762,0.275,0.261,1,"TSSC4"
"HTT",0.655360663030101,0.00292428453533122,0.153,0.174,1,"HTT"
"ATP6V1E1",0.655447465012374,0.450157101918473,0.159,0.13,1,"ATP6V1E1"
"MVP",0.655517140511095,0.351801232171179,0.238,0.174,1,"MVP"
"ZNF622",0.655769097763395,-0.660134824940217,0.048,0.087,1,"ZNF622"
"ESS2",0.655807548919798,-0.803735702691306,0.074,0.13,1,"ESS2"
"CLIP4",0.655891749840007,0.589816073115809,0.101,0.087,1,"CLIP4"
"TMEM35B",0.655895019677414,0.415693476097183,0.243,0.217,1,"TMEM35B"
"OSTF1",0.655911550581381,0.276330429437176,0.434,0.435,1,"OSTF1"
"DDX1",0.65600194387677,0.79586320564621,0.101,0.043,1,"DDX1"
"G6PD",0.656009480582245,-0.503237967001274,0.111,0.13,1,"G6PD"
"IGF2R",0.656219924627795,0.545436737853548,0.37,0.261,1,"IGF2R"
"SEMA4D",0.656246351496986,0.177746232916248,0.243,0.261,1,"SEMA4D"
"SLC39A7",0.656337674724769,0.768801746619419,0.09,0.043,1,"SLC39A7"
"R3HDM1",0.656431754380931,0.434495078312171,0.18,0.13,1,"R3HDM1"
"UBA1",0.656786572797788,0.282009716628244,0.201,0.174,1,"UBA1"
"PROK2",0.656836047313746,0.904138754112415,0.069,0.043,1,"PROK2"
"VIPAS39",0.657130484647437,0.814134787192166,0.074,0.043,1,"VIPAS39"
"RHOT1",0.657155137847204,0.145414612431775,0.132,0.13,1,"RHOT1"
"PCBP2",0.657247915837013,0.357541567342382,0.492,0.391,1,"PCBP2"
"ATP5MF",0.657313681944113,0.26276447464843,0.556,0.522,1,"ATP5MF"
"CASC4",0.657339400850855,-0.534995994104784,0.148,0.217,1,"CASC4"
"BLOC1S6",0.657369751983647,-0.16440428619954,0.143,0.174,1,"BLOC1S6"
"ADNP",0.65739830821087,0.54915542711333,0.175,0.13,1,"ADNP"
"HERC6",0.657402338601828,-0.0274607601488472,0.111,0.13,1,"HERC6"
"SURF1",0.657462619643938,-0.334743873117444,0.159,0.217,1,"SURF1"
"TFCP2",0.657537463829333,1.13388676993225,0.095,0.043,1,"TFCP2"
"SCO1",0.657597599539941,-0.0520168395572695,0.042,0.087,1,"SCO1"
"STX7",0.657648632587395,0.622906171603634,0.169,0.13,1,"STX7"
"TES",0.657746905799131,-0.54334840173269,0.291,0.391,1,"TES"
"RNF8",0.657818069304487,1.07814080564299,0.095,0.043,1,"RNF8"
"GLMN",0.657944919854403,0.269269392443793,0.143,0.13,1,"GLMN"
"SLC25A12",0.658210260750458,-0.0927856642737461,0.143,0.174,1,"SLC25A12"
"IPO5",0.65823032893557,-0.850219868414933,0.074,0.13,1,"IPO5"
"PARP16",0.65860711775031,1.04240662827713,0.09,0.043,1,"PARP16"
"AHSA1",0.658636065228656,0.210330507995021,0.196,0.174,1,"AHSA1"
"REX1BD",0.659278688579471,0.442965673282565,0.344,0.261,1,"REX1BD"
"NEDD9",0.659317570191342,0.385313799112622,0.132,0.087,1,"NEDD9"
"ATG101",0.659375508784396,1.09105089822336,0.09,0.043,1,"ATG101"
"CST7",0.659434827657811,0.224600418953722,0.974,0.957,1,"CST7"
"RRP1B",0.660008555166926,0.687082039789099,0.132,0.087,1,"RRP1B"
"MAN2A1",0.660011227354309,-0.474926383162289,0.175,0.261,1,"MAN2A1"
"KPNB1",0.660225341960241,-0.433221994664712,0.407,0.478,1,"KPNB1"
"THAP4",0.660381490975456,-0.486937001120183,0.111,0.174,1,"THAP4"
"AGPS",0.660536065747866,0.717450117740575,0.085,0.043,1,"AGPS"
"MAT2A",0.660567523710847,-0.252339360068772,0.169,0.217,1,"MAT2A"
"GOLPH3",0.660694165373151,-0.571239739579856,0.28,0.391,1,"GOLPH3"
"P3H1",0.660791847105475,0.614545739151938,0.085,0.043,1,"P3H1"
"LINC00963",0.660805348403864,1.00151834464129,0.09,0.043,1,"LINC00963"
"NFAT5",0.661588758494407,-0.221432620123959,0.265,0.348,1,"NFAT5"
"ECHS1",0.661720028900666,0.854199902220081,0.196,0.13,1,"ECHS1"
"ATP6V0A2",0.6619421830504,0.65542460435102,0.148,0.087,1,"ATP6V0A2"
"PDCD7",0.661954561617057,0.363982533516487,0.201,0.174,1,"PDCD7"
"EXOSC1",0.662020942670074,0.12176972121425,0.175,0.174,1,"EXOSC1"
"PPP1CB",0.662028803108613,-0.742289090172691,0.206,0.304,1,"PPP1CB"
"CBFB",0.662057927178996,0.495202448128214,0.138,0.087,1,"CBFB"
"ZFYVE26",0.662171895412891,0.794130282224482,0.079,0.043,1,"ZFYVE26"
"LSM3",0.662231605749816,0.659697582188021,0.212,0.174,1,"LSM3"
"XRRA1",0.66268166943062,0.819282882641726,0.09,0.043,1,"XRRA1"
"ZNF518B",0.662788817191631,1.21440907012521,0.09,0.043,1,"ZNF518B"
"SRP54",0.66292733525559,0.0485929933473294,0.243,0.261,1,"SRP54"
"NR2C2",0.662933178028797,-0.920809846123629,0.116,0.174,1,"NR2C2"
"RPL23A",0.663075345644888,0.109608069014244,0.989,1,1,"RPL23A"
"ACTN4",0.66311272072331,-0.249606720983396,0.487,0.609,1,"ACTN4"
"RIN3",0.663568590282917,0.387720203404306,0.206,0.174,1,"RIN3"
"MRPS10",0.663579416405131,-0.796153921674088,0.106,0.174,1,"MRPS10"
"PSMB9",0.663640767324949,-0.126179851773128,0.836,0.826,1,"PSMB9"
"NCSTN",0.66369870586096,0.637944245246281,0.095,0.043,1,"NCSTN"
"CTNNB1",0.664020133530692,0.423996437552094,0.201,0.174,1,"CTNNB1"
